price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,,,
11105,1.52,60.3,57,7.47,7.51,4.52,Ideal,G,SI1,4,6,ok,ok,no
11109,1.41,60.4,57,7.31,7.22,4.39,Ideal,G,VS1,4,4,ok,ok,no
11109,1.34,60.9,57,7.09,7.19,4.35,Ideal,H,IF,5,1,ok,ok,no
11110,1.58,61.7,56,7.47,7.5,4.62,Ideal,I,SI1,6,6,ok,ok,no
11111,1.22,61.7,56,6.87,6.91,4.25,Ideal,G,IF,4,1,ok,ok,no
11113,1.75,62.9,57,7.71,7.59,4.81,Ideal,F,SI2,3,7,ok,ok,no
11114,1.62,62.4,57,7.48,7.53,4.68,Ideal,H,VS2,5,5,ok,ok,no
11116,1.02,62,58,6.44,6.49,4.01,Ideal,F,IF,3,1,ok,ok,no
11119,1.59,61.2,58,7.52,7.5,4.6,Ideal,I,VS1,6,4,ok,ok,no
11119,2.09,62.5,57,8.21,8.14,5.11,Ideal,G,SI2,4,7,ok,ok,no
11128,1.02,61.3,57,6.47,6.54,3.99,Ideal,E,VVS1,2,2,ok,ok,no
11132,1.36,61.4,57,7.25,7.09,4.4,Ideal,F,VS1,3,4,ok,ok,no
11133,1.51,62.5,56,7.37,7.33,4.57,Ideal,H,VS2,5,5,ok,ok,no
11136,1.31,61.7,56,7.02,7.04,4.34,Ideal,F,VS1,3,4,ok,ok,no
11146,1.31,61.1,57,7.01,7.06,4.3,Ideal,G,VVS1,4,2,ok,ok,no
11147,1.28,62.1,56,6.93,6.96,4.31,Ideal,G,VVS1,4,2,ok,ok,no
11147,1.68,62.7,55,7.45,7.58,4.71,Ideal,D,SI2,1,7,ok,ok,no
11148,1.56,61.2,57,7.52,7.48,4.59,Ideal,F,SI1,3,6,ok,ok,no
11149,1.59,62.3,55,7.48,7.52,4.67,Ideal,E,SI2,2,7,ok,ok,no
11150,1.77,62.2,56,7.77,7.73,4.82,Ideal,J,VS1,7,4,ok,ok,no
11152,1.62,60.8,56,7.56,7.61,4.62,Ideal,I,VS1,6,4,ok,ok,no
11154,1.52,62.3,55,7.36,7.32,4.57,Ideal,H,VS1,5,4,ok,ok,no
11154,1.01,62,57,6.45,6.39,3.98,Ideal,E,VVS1,2,2,ok,ok,no
11156,1.66,62.3,54,7.58,7.61,4.73,Ideal,I,VS2,6,5,ok,ok,no
11157,1.27,61.5,58,6.95,6.99,4.29,Ideal,G,IF,4,1,ok,ok,no
11159,1.5,62.8,57,7.3,7.25,4.57,Ideal,H,VS2,5,5,ok,ok,no
11163,1.51,62.3,54,7.37,7.33,4.58,Ideal,H,SI1,5,6,ok,ok,no
11168,1.52,61.9,56,7.37,7.34,4.55,Ideal,I,VVS1,6,2,ok,ok,no
11172,2.03,61.1,56,8.22,8.17,5.01,Ideal,I,SI2,6,7,ok,ok,no
11180,1.62,60.9,58,7.53,7.61,4.61,Ideal,H,SI1,5,6,ok,ok,no
11180,1.5,62,56,7.33,7.29,4.53,Ideal,G,SI1,4,6,ok,ok,no
11182,1.23,61.2,56,6.94,6.9,4.23,Ideal,G,VVS1,4,2,ok,ok,no
11189,1.5,62,55,7.34,7.29,4.54,Ideal,H,SI1,5,6,ok,ok,no
11192,1.61,61.2,55,7.57,7.62,4.65,Ideal,G,SI1,4,6,ok,ok,no
11194,1.74,61.1,56,7.85,7.79,4.78,Ideal,J,VS1,7,4,ok,ok,no
11195,1.06,61,57,6.64,6.55,4.02,Ideal,F,IF,3,1,ok,ok,no
11197,1.29,60.7,57,7.08,7.05,4.29,Ideal,F,VS1,3,4,ok,ok,no
11199,1.71,62.1,54,7.72,7.67,4.78,Ideal,F,SI2,3,7,ok,ok,no
11205,1.38,61.9,55,7.16,7.12,4.42,Ideal,F,VS2,3,5,ok,ok,no
11206,1.52,60.7,56,7.49,7.41,4.52,Ideal,H,VS2,5,5,ok,ok,no
11206,1.27,61.2,57,6.97,6.98,4.27,Ideal,G,VS1,4,4,ok,ok,no
11217,1.62,61.8,55,7.56,7.59,4.68,Ideal,I,VS2,6,5,ok,ok,no
11218,1.26,61.7,56,6.96,6.98,4.3,Ideal,G,VVS1,4,2,ok,ok,no
11220,1.61,61.3,59,7.47,7.57,4.61,Ideal,E,SI2,2,7,ok,ok,no
11221,2.34,62.4,55,8.51,8.44,5.29,Ideal,H,I1,5,8,ok,ok,no
11226,1.72,62.8,57,7.69,7.63,4.81,Ideal,I,VS2,6,5,ok,ok,no
11226,1.14,60.1,60,6.79,6.83,4.09,Ideal,F,VVS1,3,2,ok,ok,no
11228,1.7,62.4,56,7.68,7.64,4.78,Ideal,I,SI1,6,6,ok,ok,no
11229,1.53,62,56,7.43,7.38,4.59,Ideal,F,SI1,3,6,ok,ok,no
11230,1.53,62.4,57,7.33,7.41,4.6,Ideal,G,SI1,4,6,ok,ok,no
11233,1.1,62,57,6.65,6.57,4.1,Ideal,F,IF,3,1,ok,ok,no
11234,2.06,61.9,55,8.19,8.23,5.08,Ideal,J,SI2,7,7,ok,ok,no
11237,1.31,61.7,56,7.04,7.02,4.34,Ideal,F,VS1,3,4,ok,ok,no
11238,2.36,60.8,54,8.68,8.57,5.24,Ideal,I,SI2,6,7,ok,ok,no
11247,1.31,61.1,57,7.06,7.01,4.3,Ideal,G,VVS1,4,2,ok,ok,no
11248,1.28,62.1,56,6.96,6.93,4.31,Ideal,G,VVS1,4,2,ok,ok,no
11251,1.59,62.3,55,7.52,7.48,4.67,Ideal,E,SI2,2,7,ok,ok,no
11255,2,59.8,55,8.28,8.18,4.92,Ideal,I,SI2,6,7,ok,ok,no
11255,1.51,62.9,57,7.3,7.27,4.58,Ideal,G,SI1,4,6,ok,ok,no
11257,1.7,61.7,56,7.64,7.72,4.74,Ideal,I,VS2,6,5,ok,ok,no
11262,1.58,62.7,56,7.39,7.44,4.65,Ideal,H,VS2,5,5,ok,ok,no
11272,1.52,62.4,58,7.3,7.37,4.58,Ideal,H,VS2,5,5,ok,ok,no
11294,1.61,61.2,55,7.62,7.57,4.65,Ideal,G,SI1,4,6,ok,ok,no
11294,1.58,61.4,55,7.53,7.5,4.61,Ideal,E,SI1,2,6,ok,ok,no
11296,1.5,62.3,54.7,7.29,7.33,4.55,Ideal,H,VS1,5,4,ok,ok,no
11302,1.51,60.7,59,7.42,7.44,4.51,Ideal,F,SI1,3,6,ok,ok,no
11302,1.43,59.9,57,7.35,7.3,4.39,Ideal,G,VS1,4,4,ok,ok,no
11305,1.64,60.5,57,7.68,7.62,4.64,Ideal,I,VS1,6,4,ok,ok,no
11314,1.37,60.3,54,7.26,7.2,4.36,Ideal,E,VS2,2,5,ok,ok,no
11314,2.02,62.7,56.9,8.03,8.07,5.05,Ideal,J,SI2,7,7,ok,ok,no
11323,1.26,61.2,56,6.97,6.93,4.25,Ideal,E,VS1,2,4,ok,ok,no
11333,1.52,61.8,55.1,7.38,7.42,4.58,Ideal,H,VS2,5,5,ok,ok,no
11333,1.54,61.5,55,7.4,7.45,4.57,Ideal,G,SI1,4,6,ok,ok,no
11337,2.06,61.9,55,8.23,8.19,5.08,Ideal,J,SI2,7,7,ok,ok,no
11341,1.67,62.4,54,7.6,7.63,4.75,Ideal,F,SI2,3,7,ok,ok,no
11360,1.7,61.7,56,7.72,7.64,4.74,Ideal,I,VS2,6,5,ok,ok,no
11365,1.03,61.3,56,6.53,6.55,4.01,Ideal,F,IF,3,1,ok,ok,no
11365,1.58,62.7,56,7.44,7.39,4.65,Ideal,H,VS2,5,5,ok,ok,no
11372,1.28,60.8,57,7.02,7.05,4.28,Ideal,G,IF,4,1,ok,ok,no
11376,1.24,62.4,56,6.86,6.89,4.29,Ideal,G,IF,4,1,ok,ok,no
11379,1.52,61.8,54,7.42,7.43,4.59,Ideal,H,VS2,5,5,ok,ok,no
11379,1.52,61.9,55,7.38,7.43,4.58,Ideal,H,VS2,5,5,ok,ok,no
11379,2.03,61.9,57,8.14,8.1,5.03,Ideal,H,SI2,5,7,ok,ok,no
11385,1.5,62,55,7.32,7.4,4.56,Ideal,E,SI1,2,6,ok,ok,no
11401,1.28,62,55.6,6.94,6.96,4.31,Ideal,G,IF,4,1,ok,ok,no
11403,1.12,61,56,6.71,6.74,4.1,Ideal,F,VVS1,3,2,ok,ok,no
11405,1.52,62.3,55,7.37,7.33,4.58,Ideal,F,VS2,3,5,ok,ok,no
11405,1.5,62,53,7.32,7.29,4.53,Ideal,F,SI1,3,6,ok,ok,no
11406,1.83,62,56,7.84,7.9,4.88,Ideal,J,VS2,7,5,ok,ok,no
11409,1.33,62.8,56,7.08,7.03,4.43,Ideal,D,VS2,1,5,ok,ok,no
11417,1.23,61.4,55,6.89,6.93,4.24,Ideal,G,VVS1,4,2,ok,ok,no
11419,1.58,63,56,7.39,7.46,4.68,Ideal,H,VS2,5,5,ok,ok,no
11419,1.28,61.7,57,6.93,6.97,4.29,Ideal,E,VS1,2,4,ok,ok,no
11422,1.25,60.7,56,6.97,6.99,4.24,Ideal,E,VS2,2,5,ok,ok,no
11428,1.58,62.5,55,7.39,7.45,4.64,Ideal,D,SI2,1,7,ok,ok,no
11434,1.53,61.5,56,7.39,7.44,4.55,Ideal,I,VS2,6,5,ok,ok,no
11434,1.07,62,57,6.52,6.57,4.06,Ideal,F,IF,3,1,ok,ok,no
11435,1.51,62.2,57,7.29,7.33,4.55,Ideal,H,VS2,5,5,ok,ok,no
11435,1.58,61.9,55,7.47,7.51,4.64,Ideal,I,VVS1,6,2,ok,ok,no
11437,1.6,61.9,54,7.56,7.5,4.66,Ideal,E,SI1,2,6,ok,ok,no
11437,1.59,60.7,61,7.56,7.5,4.57,Ideal,H,VS2,5,5,ok,ok,no
11447,1.91,60.7,56,8.01,8.09,4.89,Ideal,J,SI1,7,6,ok,ok,no
11455,1.71,60.5,56,7.71,7.73,4.67,Ideal,I,VS2,6,5,ok,ok,no
11455,1.2,62,56,6.76,6.82,4.21,Ideal,F,VVS1,3,2,ok,ok,no
11465,1.51,61.1,57,7.46,7.4,4.54,Ideal,G,SI1,4,6,ok,ok,no
11469,1.23,59.5,57,7,6.98,4.16,Ideal,G,VVS1,4,2,ok,ok,no
11470,1.53,61,55,7.44,7.49,4.55,Ideal,E,SI1,2,6,ok,ok,no
11472,2.03,62.9,55,8.11,8.04,5.08,Ideal,I,SI1,6,6,ok,ok,no
11477,1.13,61.2,57,6.7,6.72,4.1,Ideal,D,VS1,1,4,ok,ok,no
11487,1.54,61.5,57,7.44,7.41,4.57,Ideal,G,VS2,4,5,ok,ok,no
11489,1.5,62,55,7.4,7.32,4.56,Ideal,E,SI1,2,6,ok,ok,no
11498,1.43,62,55,7.21,7.28,4.49,Ideal,H,VS1,5,4,ok,ok,no
11500,2.07,62.2,56,8.2,8.16,5.09,Ideal,J,VS2,7,5,ok,ok,no
11500,1.02,62.6,57,6.41,6.47,4.03,Ideal,E,IF,2,1,ok,ok,no
11503,1.24,62.1,56,6.86,6.91,4.28,Ideal,G,VVS1,4,2,ok,ok,no
11510,1.52,63,55,7.31,7.38,4.63,Ideal,G,SI1,4,6,ok,ok,no
11511,1.25,60.2,54,6.99,7.03,4.22,Ideal,G,IF,4,1,ok,ok,no
11522,1.56,61.2,56,7.49,7.51,4.59,Ideal,G,SI1,4,6,ok,ok,no
11523,1.57,62.4,56,7.46,7.41,4.64,Ideal,F,SI1,3,6,ok,ok,no
11525,1.53,61.9,55,7.43,7.36,4.58,Ideal,F,SI1,3,6,ok,ok,no
11525,1.53,62.5,57,7.38,7.31,4.59,Ideal,F,SI1,3,6,ok,ok,no
11526,1.58,61.7,53,7.52,7.53,4.65,Ideal,I,VVS1,6,2,ok,ok,no
11527,1.38,62.2,54,7.18,7.14,4.45,Ideal,G,VS1,4,4,ok,ok,no
11531,1.56,61.5,56,7.46,7.5,4.6,Ideal,H,VS2,5,5,ok,ok,no
11540,1.51,62.2,57,7.33,7.29,4.55,Ideal,H,VS2,5,5,ok,ok,no
11540,1.51,60.6,57,7.46,7.45,4.52,Ideal,H,VS2,5,5,ok,ok,no
11557,1.5,61,56.8,7.36,7.4,4.5,Ideal,H,VS1,5,4,ok,ok,no
11559,1.71,60.5,56,7.73,7.71,4.67,Ideal,I,VS2,6,5,ok,ok,no
11572,1.21,61.5,56,6.83,6.89,4.22,Ideal,G,VVS1,4,2,ok,ok,no
11572,1.5,62.8,54,7.31,7.29,4.58,Ideal,G,SI1,4,6,ok,ok,no
11574,1.55,61.8,55,7.4,7.44,4.58,Ideal,I,VS2,6,5,ok,ok,no
11576,1.75,61.6,54.8,7.73,7.78,4.78,Ideal,G,SI2,4,7,ok,ok,no
11580,1.51,62.6,56,7.28,7.32,4.57,Ideal,H,VS1,5,4,ok,ok,no
11580,1.28,61.7,55,7.01,6.98,4.32,Ideal,F,VS1,3,4,ok,ok,no
11584,1.32,61.7,56,7.04,7.07,4.35,Ideal,G,VS1,4,4,ok,ok,no
11594,2.72,59.6,55,9.17,9.13,5.45,Ideal,H,I1,5,8,ok,ok,no
11596,1.57,61.8,55,7.43,7.49,4.61,Ideal,G,SI1,4,6,ok,ok,no
11602,2.01,61.5,55,8.15,8.11,5,Ideal,G,SI2,4,7,ok,ok,no
11605,1.7,62.3,57,7.68,7.65,4.78,Ideal,H,VS2,5,5,ok,ok,no
11605,1.02,62.6,57,6.47,6.41,4.03,Ideal,E,IF,2,1,ok,ok,no
11610,1.58,60.7,56,7.56,7.6,4.6,Ideal,G,SI1,4,6,ok,ok,no
11616,1.76,62,57,7.71,7.74,4.79,Ideal,I,VS1,6,4,ok,ok,no
11628,1.51,61.3,57,7.35,7.42,4.53,Ideal,E,SI1,2,6,ok,ok,no
11628,1.56,61.2,56,7.51,7.49,4.59,Ideal,G,SI1,4,6,ok,ok,no
11636,1.56,61.5,56,7.5,7.46,4.6,Ideal,H,VS2,5,5,ok,ok,no
11637,1.52,62.2,56,7.38,7.41,4.6,Ideal,F,SI1,3,6,ok,ok,no
11640,1.34,62.2,56,7.11,7.04,4.4,Ideal,G,VVS1,4,2,ok,ok,no
11641,1.13,61.5,56,6.68,6.71,4.12,Ideal,E,VVS1,2,2,ok,ok,no
11642,1.52,62.2,53,7.38,7.31,4.57,Ideal,E,SI1,2,6,ok,ok,no
11643,1.79,61.5,56,7.77,7.81,4.79,Ideal,H,SI2,5,7,ok,ok,no
11649,1.37,59.6,57,7.28,7.22,4.32,Ideal,F,VS1,3,4,ok,ok,no
11651,1.54,61.5,56,7.42,7.47,4.58,Ideal,I,VS1,6,4,ok,ok,no
11651,1.6,62.1,56,7.51,7.48,4.65,Ideal,G,SI1,4,6,ok,ok,no
11661,1.01,62.5,55,6.39,6.44,4.01,Ideal,D,VVS1,1,2,ok,ok,no
11678,1.67,61.6,55,7.68,7.62,4.71,Ideal,H,SI1,5,6,ok,ok,no
11686,1.51,62.6,56,7.32,7.28,4.57,Ideal,H,VS1,5,4,ok,ok,no
11688,1.73,62.7,56,7.62,7.67,4.79,Ideal,H,SI1,5,6,ok,ok,no
11696,1.51,61.9,59,7.29,7.34,4.53,Ideal,H,VS2,5,5,ok,ok,no
11702,1.57,61.8,55,7.49,7.43,4.61,Ideal,G,SI1,4,6,ok,ok,no
11705,1.25,60.6,57,6.97,6.99,4.23,Ideal,G,IF,4,1,ok,ok,no
11711,1.71,62.1,55,7.73,7.65,4.78,Ideal,J,VS1,7,4,ok,ok,no
11713,1.53,60.3,57,7.45,7.52,4.51,Ideal,F,SI1,3,6,ok,ok,no
11715,2.02,60.8,56,8.21,8.14,4.97,Ideal,H,SI2,5,7,ok,ok,no
11722,1.76,62,57,7.74,7.71,4.79,Ideal,I,VS1,6,4,ok,ok,no
11726,1.39,60.8,57,7.24,7.21,4.39,Ideal,E,VS2,2,5,ok,ok,no
11767,1.01,62.5,55,6.44,6.39,4.01,Ideal,D,VVS1,1,2,ok,ok,no
11781,1.68,60.4,55,7.7,7.79,4.68,Ideal,E,SI2,2,7,ok,ok,no
11793,1.36,62.1,55,7.18,7.13,4.44,Ideal,D,VS2,1,5,ok,ok,no
11797,1.52,61.3,56,7.39,7.44,4.54,Ideal,H,SI1,5,6,ok,ok,no
11816,1.71,61.9,57,7.69,7.65,4.75,Ideal,E,SI2,2,7,ok,ok,no
11817,1.41,62.6,56,7.15,7.2,4.49,Ideal,G,VS1,4,4,ok,ok,no
11820,1.53,60.3,57,7.52,7.45,4.51,Ideal,F,SI1,3,6,ok,ok,no
11826,1.61,61.7,56,7.52,7.62,4.67,Ideal,I,VS2,6,5,ok,ok,no
11834,1.51,61.9,57,7.35,7.42,4.57,Ideal,D,SI1,1,6,ok,ok,no
11840,1.27,61.8,57,6.94,6.98,4.3,Ideal,E,VS1,2,4,ok,ok,no
11843,1.69,61.8,53,7.68,7.71,4.75,Ideal,G,SI1,4,6,ok,ok,no
11844,1.14,62.2,56,6.69,6.67,4.16,Ideal,F,VVS1,3,2,ok,ok,no
11846,1.09,61.4,55,6.61,6.68,4.09,Ideal,F,IF,3,1,ok,ok,no
11856,1.51,60.8,57,7.43,7.46,4.53,Ideal,H,VS1,5,4,ok,ok,no
11859,1.61,62.4,55,7.51,7.48,4.68,Ideal,G,SI1,4,6,ok,ok,no
11869,1.55,62.1,56,7.36,7.43,4.59,Ideal,I,VVS1,6,2,ok,ok,no
11886,1.17,62.1,57,6.82,6.73,4.21,Ideal,F,VVS1,3,2,ok,ok,no
11886,2.08,62,56,8.21,8.1,5.06,Ideal,I,SI2,6,7,ok,ok,no
11888,1.09,61.6,55,6.59,6.65,4.08,Ideal,F,IF,3,1,ok,ok,no
11888,1.68,60.4,55,7.79,7.7,4.68,Ideal,E,SI2,2,7,ok,ok,no
11917,1.51,61.6,57,7.34,7.31,4.52,Ideal,G,SI1,4,6,ok,ok,no
11917,1.51,62.4,56,7.36,7.33,4.59,Ideal,G,SI1,4,6,ok,ok,no
11922,1.56,61.6,57,7.51,7.45,4.61,Ideal,H,VS2,5,5,ok,ok,no
11924,1.7,59.6,59,7.73,7.83,4.64,Ideal,E,SI2,2,7,ok,ok,no
11927,1.58,62.2,55,7.44,7.5,4.65,Ideal,G,SI1,4,6,ok,ok,no
11942,1.51,61.9,57,7.42,7.35,4.57,Ideal,D,SI1,1,6,ok,ok,no
11943,1.56,62.7,57,7.34,7.39,4.62,Ideal,F,SI1,3,6,ok,ok,no
11946,1.52,60.1,60,7.54,7.51,4.52,Ideal,H,VS1,5,4,ok,ok,no
11950,1.51,62.4,56,7.34,7.4,4.6,Ideal,F,SI1,3,6,ok,ok,no
11951,2.03,63.2,55,7.99,8.03,5.06,Ideal,J,SI2,7,7,ok,ok,no
11963,1.63,61.8,56,7.56,7.59,4.68,Ideal,I,VS2,6,5,ok,ok,no
11967,1.51,62.3,57,7.34,7.29,4.55,Ideal,H,VS1,5,4,ok,ok,no
11971,1.52,62.3,55.1,7.29,7.39,4.58,Ideal,F,SI1,3,6,ok,ok,no
11973,1.27,61.6,55,6.97,7.03,4.31,Ideal,F,VS1,3,4,ok,ok,no
11975,1.67,61.6,59,7.64,7.61,4.7,Ideal,I,VS1,6,4,ok,ok,no
11988,2.4,62.8,57,8.52,8.49,5.34,Ideal,I,SI2,6,7,ok,ok,no
11988,2,59.7,57,8.29,8.22,4.93,Ideal,H,SI2,5,7,ok,ok,no
11988,2,62.2,57,8.13,8,5.02,Ideal,G,SI2,4,7,ok,ok,no
11999,1.53,61.6,56,7.34,7.39,4.54,Ideal,F,SI1,3,6,ok,ok,no
12004,1.57,61.8,55,7.45,7.49,4.62,Ideal,H,VS2,5,5,ok,ok,no
12008,1.31,61.6,57,6.99,7.04,4.32,Ideal,G,VS1,4,4,ok,ok,no
12009,1.5,61,57,7.38,7.41,4.51,Ideal,G,SI1,4,6,ok,ok,no
12030,1.7,63,55,7.75,7.54,4.76,Ideal,I,VS1,6,4,ok,ok,no
12030,1.02,62.2,56,6.44,6.38,3.99,Ideal,E,IF,2,1,ok,ok,no
12035,1.02,62.2,58,6.42,6.44,4,Ideal,E,VVS1,2,2,ok,ok,no
12047,1.59,61.8,57,7.42,7.49,4.61,Ideal,H,VS1,5,4,ok,ok,no
12048,2.01,62.1,56,8.08,8.03,5,Ideal,J,SI1,7,6,ok,ok,no
12055,1.5,61.2,56,7.39,7.4,4.52,Ideal,H,VS1,5,4,ok,ok,no
12061,1.28,61.5,55,6.98,7.01,4.3,Ideal,F,VS1,3,4,ok,ok,no
12071,1.52,62,54,7.36,7.44,4.59,Ideal,F,SI1,3,6,ok,ok,no
12071,1.51,62.5,54,7.28,7.34,4.57,Ideal,H,VS1,5,4,ok,ok,no
12075,1.68,61.6,55,7.69,7.64,4.72,Ideal,G,SI1,4,6,ok,ok,no
12081,1.22,61.5,56,6.86,6.9,4.23,Ideal,G,VVS1,4,2,ok,ok,no
12082,1.56,62.2,55,7.41,7.45,4.62,Ideal,H,SI1,5,6,ok,ok,no
12085,1.61,62.6,58,7.44,7.48,4.67,Ideal,F,SI1,3,6,ok,ok,no
12087,1.55,60.6,57,7.51,7.47,4.54,Ideal,H,VS1,5,4,ok,ok,no
12089,1.64,62.1,55,7.57,7.59,4.71,Ideal,I,VS1,6,4,ok,ok,no
12093,1.44,62.6,57,7.21,7.19,4.51,Ideal,G,VS1,4,4,ok,ok,no
12094,1.32,61.6,57,6.97,7.05,4.32,Ideal,G,VS1,4,4,ok,ok,no
12098,1.08,61,56,6.66,6.62,4.05,Ideal,E,VVS1,2,2,ok,ok,no
12099,1.7,60.1,57,7.8,7.77,4.68,Ideal,I,VS1,6,4,ok,ok,no
12100,1.51,60.8,54,7.45,7.43,4.52,Ideal,G,VS2,4,5,ok,ok,no
12109,1.53,61.6,56,7.39,7.34,4.54,Ideal,F,SI1,3,6,ok,ok,no
12111,1.21,61.7,56,6.82,6.85,4.22,Ideal,E,VS1,2,4,ok,ok,no
12119,2.06,61.5,56,8.23,8.18,5.04,Ideal,H,SI2,5,7,ok,ok,no
12127,1.75,61,56,7.75,7.82,4.75,Ideal,I,VS2,6,5,ok,ok,no
12146,1.56,60.7,57,7.49,7.53,4.56,Ideal,H,VS2,5,5,ok,ok,no
12152,1.51,61.5,55,7.39,7.35,4.53,Ideal,F,SI1,3,6,ok,ok,no
12153,1.52,61.2,55,7.4,7.43,4.54,Ideal,F,SI1,3,6,ok,ok,no
12154,2.03,61.5,57,8.15,8.07,4.99,Ideal,G,SI2,4,7,ok,ok,no
12155,1.63,62.4,55,7.53,7.57,4.71,Ideal,H,VS2,5,5,ok,ok,no
12157,1.59,61.8,57,7.49,7.42,4.61,Ideal,H,VS1,5,4,ok,ok,no
12161,1.52,61.3,59,7.35,7.4,4.52,Ideal,G,VS2,4,5,ok,ok,no
12165,1.9,60.9,55,8,8.06,4.89,Ideal,I,SI2,6,7,ok,ok,no
12168,2.1,61.6,57,8.24,8.15,5.05,Ideal,I,SI1,6,6,ok,ok,no
12170,1.58,61.4,56,7.48,7.54,4.62,Ideal,H,VS2,5,5,ok,ok,no
12179,2.11,61.5,57,8.3,8.25,5.09,Ideal,H,SI2,5,7,ok,ok,no
12179,2.08,62.3,55,8.23,8.17,5.11,Ideal,J,SI2,7,7,ok,ok,no
12182,1.52,62,54,7.44,7.36,4.59,Ideal,F,SI1,3,6,ok,ok,no
12183,1.52,62.2,56,7.41,7.31,4.58,Ideal,F,SI1,3,6,ok,ok,no
12186,1.62,61.5,58,7.54,7.56,4.64,Ideal,I,VVS1,6,2,ok,ok,no
12190,1.7,60,54,7.76,7.71,4.64,Ideal,D,SI1,1,6,ok,ok,no
12195,1.54,61.9,56,7.44,7.38,4.59,Ideal,F,SI1,3,6,ok,ok,no
12199,1.64,60.6,57,7.66,7.69,4.65,Ideal,I,VS2,6,5,ok,ok,no
12206,1.5,60.3,57,7.37,7.4,4.45,Ideal,D,SI1,1,6,ok,ok,no
12209,1.7,60.1,57,7.8,7.77,4.68,Ideal,I,VS1,6,4,ok,ok,no
12209,2.01,62.7,56,8.08,8.03,5.05,Ideal,J,SI1,7,6,ok,ok,no
12210,1.51,60.8,54,7.45,7.43,4.52,Ideal,G,VS2,4,5,ok,ok,no
12210,2,62.3,56,8.04,7.94,4.98,Ideal,E,SI2,2,7,ok,ok,no
12219,1.51,62.4,56,7.33,7.28,4.56,Ideal,H,VS2,5,5,ok,ok,no
12226,2.11,60,56,8.43,8.35,5.03,Ideal,H,SI2,5,7,ok,ok,no
12230,1.21,59.8,60,6.95,6.89,4.14,Ideal,F,VVS1,3,2,ok,ok,no
12238,1.75,61,56,7.82,7.75,4.75,Ideal,I,VS2,6,5,ok,ok,no
12244,1.66,60.1,59,7.67,7.64,4.6,Ideal,H,VS2,5,5,ok,ok,no
12252,1.51,62.6,57,7.31,7.25,4.56,Ideal,F,SI1,3,6,ok,ok,no
12255,1.33,62.2,54,7.02,7.06,4.38,Ideal,G,VVS1,4,2,ok,ok,no
12265,1.5,60.4,59,7.38,7.43,4.47,Ideal,E,SI1,2,6,ok,ok,no
12273,1.05,61.4,57,6.51,6.53,4,Ideal,F,VVS1,3,2,ok,ok,no
12284,2.12,62.2,57,8.21,8.14,5.08,Ideal,I,SI1,6,6,ok,ok,no
12284,2.12,61.4,57,8.28,8.24,5.07,Ideal,H,SI2,5,7,ok,ok,no
12295,1.62,62.2,56,7.48,7.53,4.67,Ideal,G,SI1,4,6,ok,ok,no
12315,1.05,59,60,6.62,6.67,3.92,Ideal,F,VVS1,3,2,ok,ok,no
12316,2.3,62.3,57,8.41,8.34,5.22,Ideal,J,SI1,7,6,ok,ok,no
12320,1.57,61.1,55,7.53,7.55,4.61,Ideal,F,SI1,3,6,ok,ok,no
12327,1.67,61.7,55,7.68,7.61,4.72,Ideal,H,VS2,5,5,ok,ok,no
12332,2.02,62.3,56,8.11,8.06,5.04,Ideal,H,SI1,5,6,ok,ok,no
12334,1.58,61.4,56,7.5,7.56,4.62,Ideal,H,VS2,5,5,ok,ok,no
12338,2.01,62.1,57,8.07,8.03,5,Ideal,I,SI2,6,7,ok,ok,no
12342,1.37,62.6,55,7.07,7.12,4.44,Ideal,G,VVS1,4,2,ok,ok,no
12342,1.71,61.9,54,7.65,7.75,4.77,Ideal,I,VS2,6,5,ok,ok,no
12349,2.01,62.1,55,8.12,8.08,5.03,Ideal,I,SI2,6,7,ok,ok,no
12356,2.13,62.6,56,8.21,8.14,5.12,Ideal,I,SI2,6,7,ok,ok,no
12361,1.74,64.5,56,7.56,7.54,4.87,Ideal,D,SI2,1,7,ok,ok,no
12364,1.52,61.5,55,7.41,7.44,4.57,Ideal,F,SI1,3,6,ok,ok,no
12373,1.55,62.1,54,7.42,7.45,4.61,Ideal,F,SI1,3,6,ok,ok,no
12379,1.6,62.2,55,7.47,7.5,4.65,Ideal,F,SI1,3,6,ok,ok,no
12389,1.5,61.8,56,7.27,7.34,4.52,Ideal,F,SI1,3,6,ok,ok,no
12392,1.52,61.6,57,7.42,7.35,4.55,Ideal,D,VS2,1,5,ok,ok,no
12400,2.14,61.9,57,8.34,8.28,5.14,Ideal,H,SI2,5,7,ok,ok,no
12401,1.54,61.3,55,7.39,7.47,4.56,Ideal,I,VS1,6,4,ok,ok,no
12406,1.67,61.9,57,7.56,7.59,4.69,Ideal,I,VS2,6,5,ok,ok,no
12415,1.53,62.6,55,7.39,7.37,4.62,Ideal,F,SI1,3,6,ok,ok,no
12416,1.71,61.4,57,7.63,7.74,4.72,Ideal,H,SI1,5,6,ok,ok,no
12417,1.24,61.6,55,6.92,6.9,4.26,Ideal,D,VS1,1,4,ok,ok,no
12431,1.52,62.8,55,7.3,7.35,4.6,Ideal,E,SI1,2,6,ok,ok,no
12432,1.57,61.1,55,7.55,7.53,4.61,Ideal,F,SI1,3,6,ok,ok,no
12433,2,62.4,54,8.02,8.09,5.03,Ideal,J,SI1,7,6,ok,ok,no
