price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod,
898,0.4,62.1,55,4.75,4.79,2.96,Ideal,E,VS1,2,4,0.005939353
898,0.33,60.7,55,4.49,4.5,2.73,Ideal,E,VVS2,2,3,0.005982634
898,0.32,62,55,4.41,4.43,2.74,Ideal,F,VVS1,3,2,0.005978016
898,0.34,61.3,55,4.52,4.55,2.78,Ideal,G,VS1,4,4,0.005946813
898,0.32,61.6,55,4.43,4.46,2.74,Ideal,E,VS1,2,4,0.005910998
898,0.32,61,57,4.4,4.42,2.69,Ideal,E,VS1,2,4,0.006116778
898,0.32,61.4,56,4.42,4.44,2.72,Ideal,E,VS1,2,4,0.005994816
898,0.32,61.7,57,4.39,4.42,2.72,Ideal,G,IF,4,1,0.006063094
898,0.32,61.4,55,4.42,4.44,2.72,Ideal,G,IF,4,1,0.005994816
898,0.32,61.8,55,4.38,4.42,2.72,Ideal,G,IF,4,1,0.006076936
898,0.42,62.2,57,4.8,4.78,2.98,Ideal,H,SI1,5,6,0.006142765
898,0.42,62.9,57,4.84,4.76,3.02,Ideal,H,SI1,5,6,0.006036567
898,0.42,62.7,56,4.78,4.76,2.99,Ideal,H,SI1,5,6,0.006173668
898,0.38,61.9,55,4.7,4.64,2.89,Ideal,E,SI1,2,6,0.006029342
898,0.42,62.4,57,4.79,4.76,2.98,Ideal,H,SI1,5,6,0.006181453
898,0.42,62.4,55,4.81,4.77,2.99,Ideal,E,SI2,2,7,0.006122301
898,0.42,62.9,56,4.8,4.77,3.01,Ideal,E,SI2,2,7,0.006094291
898,0.42,62.4,57,4.81,4.78,2.99,Ideal,D,SI2,1,7,0.006109492
898,0.38,62.8,55,4.66,4.64,2.92,Ideal,H,VS2,5,5,0.006018619
898,0.38,62.8,56,4.62,4.59,2.89,Ideal,H,VS2,5,5,0.006200563
899,0.41,61.7,57,4.78,4.81,2.96,Ideal,G,VS1,4,4,0.006024475
899,0.41,60.8,57,4.8,4.84,2.93,Ideal,G,VS1,4,4,0.006023233
899,0.41,62.4,57,4.7,4.75,2.95,Ideal,G,VS1,4,4,0.006225445
899,0.41,62,56,4.74,4.78,2.95,Ideal,H,VVS2,5,3,0.006134167
899,0.41,61.5,56,4.77,4.79,2.94,Ideal,G,VS1,4,4,0.006103552
899,0.41,61.6,57,4.74,4.77,2.93,Ideal,G,VS1,4,4,0.006188986
899,0.41,61.4,55,4.78,4.8,2.94,Ideal,G,VS1,4,4,0.006078094
899,0.41,61.9,57,4.76,4.81,2.96,Ideal,G,VS1,4,4,0.006049787
899,0.41,60.8,56,4.79,4.82,2.92,Ideal,G,VS1,4,4,0.006081608
899,0.41,62.5,56,4.74,4.77,2.97,Ideal,H,VVS2,5,3,0.006105633
899,0.41,59.8,57,4.81,4.86,2.89,Ideal,G,VS1,4,4,0.006068826
900,0.41,61.6,54,4.81,4.84,2.97,Ideal,G,VS2,4,5,0.005929758
900,0.35,62,55,4.54,4.58,2.82,Ideal,E,VS1,2,4,0.005968945
900,0.32,61.9,56,4.4,4.35,2.71,Ideal,F,VS1,3,4,0.006169341
900,0.32,61.3,56,4.44,4.4,2.71,Ideal,F,VS1,3,4,0.006044286
900,0.32,61.9,56,4.4,4.36,2.71,Ideal,F,VS1,3,4,0.006155191
900,0.32,61.9,56,4.4,4.36,2.71,Ideal,E,VS2,2,5,0.006155191
900,0.32,61.3,57,4.45,4.42,2.72,Ideal,E,VS2,2,5,0.005981344
900,0.32,61.9,55,4.43,4.42,2.74,Ideal,E,VS2,2,5,0.005964491
900,0.32,62.3,56,4.41,4.38,2.74,Ideal,E,VS2,2,5,0.006046259
900,0.32,62.1,55,4.42,4.4,2.74,Ideal,E,VS2,2,5,0.006005158
900,0.4,60.2,56,4.83,4.77,2.89,Ideal,G,SI1,4,6,0.00600754
900,0.32,62,57,4.41,4.39,2.73,Ideal,E,VS2,2,5,0.006054583
900,0.32,60.8,55,4.49,4.42,2.71,Ideal,E,VS2,2,5,0.005949933
900,0.32,61.7,56,4.44,4.41,2.73,Ideal,E,VS2,2,5,0.005986401
900,0.32,62.3,57,4.42,4.41,2.75,Ideal,E,VS2,2,5,0.005969754
900,0.32,61.4,56,4.43,4.4,2.71,Ideal,E,VS2,2,5,0.00605793
900,0.32,61.8,55,4.43,4.4,2.73,Ideal,E,VS2,2,5,0.00601355
900,0.32,62.1,56,4.43,4.4,2.74,Ideal,E,VS2,2,5,0.005991603
900,0.32,62.1,54,4.42,4.4,2.74,Ideal,E,VS2,2,5,0.006005158
900,0.32,62.1,55,4.43,4.39,2.74,Ideal,E,VS2,2,5,0.006005251
900,0.32,62,55,4.46,4.38,2.74,Ideal,E,VS2,2,5,0.005978475
900,0.32,62,55,4.41,4.39,2.73,Ideal,E,VS2,2,5,0.006054583
900,0.32,61.5,55,4.43,4.38,2.71,Ideal,E,VS2,2,5,0.006085592
900,0.32,62,54,4.41,4.37,2.72,Ideal,E,VS2,2,5,0.006104654
900,0.32,62.2,56,4.41,4.37,2.73,Ideal,E,VS2,2,5,0.006082293
900,0.32,62.1,56,4.41,4.38,2.73,Ideal,E,VS2,2,5,0.006068406
900,0.32,62.6,53,4.38,4.37,2.74,Ideal,E,VS2,2,5,0.006101602
900,0.32,62,57,4.41,4.37,2.72,Ideal,E,VS2,2,5,0.006104654
900,0.32,62.3,54,4.4,4.37,2.73,Ideal,E,VS2,2,5,0.006096116
900,0.32,62.2,55,4.38,4.37,2.72,Ideal,E,VS2,2,5,0.006146467
900,0.32,61.7,55,4.42,4.36,2.71,Ideal,E,VS2,2,5,0.006127339
900,0.32,62.1,55,4.4,4.36,2.72,Ideal,E,VS2,2,5,0.006132561
900,0.32,62.1,55,4.4,4.36,2.72,Ideal,E,VS2,2,5,0.006132561
900,0.32,62.9,56,4.39,4.36,2.75,Ideal,E,VS2,2,5,0.006079478
900,0.32,62,55,4.38,4.36,2.71,Ideal,E,VS2,2,5,0.006183297
900,0.32,62.7,55,4.38,4.36,2.74,Ideal,E,VS2,2,5,0.006115596
900,0.32,62.2,55,4.38,4.36,2.72,Ideal,E,VS2,2,5,0.006160564
900,0.32,62.8,54,4.38,4.35,2.74,Ideal,E,VS2,2,5,0.006129655
900,0.32,61.9,56,4.4,4.35,2.71,Ideal,E,VS2,2,5,0.006169341
900,0.32,61.6,55,4.42,4.41,2.72,Ideal,E,VS2,2,5,0.006035597
901,0.31,60.1,59,4.38,4.41,2.64,Ideal,F,IF,3,1,0.006079181
901,0.31,61.1,55,4.41,4.43,2.7,Ideal,F,IF,3,1,0.005876999
901,0.31,61.2,56,4.38,4.41,2.69,Ideal,F,IF,3,1,0.005966185
901,0.31,61.6,56,4.35,4.38,2.69,Ideal,F,IF,3,1,0.006048477
901,0.31,61.7,56,4.34,4.38,2.69,Ideal,F,IF,3,1,0.006062414
901,0.31,61.9,54,4.38,4.41,2.72,Ideal,F,IF,3,1,0.005900381
901,0.31,62,55,4.37,4.41,2.72,Ideal,F,IF,3,1,0.005913883
901,0.31,61.7,56,4.38,4.41,2.71,Ideal,F,IF,3,1,0.005922154
901,0.31,60.7,56,4.42,4.45,2.69,Ideal,F,IF,3,1,0.005859049
901,0.33,62.5,56,4.44,4.42,2.77,Ideal,H,VVS1,5,2,0.006070562
901,0.33,62.6,53,4.45,4.43,2.78,Ideal,G,VVS2,4,3,0.00602151
902,0.39,61.9,56,4.68,4.7,2.9,Ideal,G,VVS2,4,3,0.006113964
902,0.39,60.7,55,4.75,4.78,2.89,Ideal,G,VVS2,4,3,0.005943541
902,0.39,60.6,57,4.72,4.75,2.87,Ideal,G,VVS2,4,3,0.006061039
902,0.42,60.9,57,4.85,4.87,2.96,Ideal,E,VS2,2,5,0.006007405
902,0.39,61.3,56,4.7,4.72,2.89,Ideal,F,VS1,3,4,0.006083127
902,0.39,61.6,57,4.7,4.72,2.9,Ideal,F,VS1,3,4,0.006062151
903,0.38,61.2,57,4.65,4.67,2.85,Ideal,H,VVS1,5,2,0.006140008
903,0.31,61.6,56,4.34,4.36,2.68,Ideal,F,VVS1,3,2,0.006112948
903,0.31,61,57,4.39,4.37,2.67,Ideal,E,VVS1,2,2,0.006052077
903,0.31,61.6,57,4.38,4.36,2.69,Ideal,E,VVS1,2,2,0.006034605
904,0.43,61.5,56,4.85,4.89,2.99,Ideal,F,VS2,3,5,0.006063825
904,0.4,60.9,56,4.78,4.81,2.92,Ideal,E,VS2,2,5,0.00595805
904,0.41,61.6,57,4.8,4.78,2.95,Ideal,F,SI1,3,6,0.00605749
904,0.41,63,56,4.78,4.71,2.99,Ideal,F,SI1,3,6,0.006090653
904,0.41,61.4,57,4.8,4.78,2.94,Ideal,E,SI1,2,6,0.006078094
904,0.41,61.8,56,4.78,4.77,2.95,Ideal,E,SI1,2,6,0.006095587
904,0.41,62.8,57,4.75,4.71,2.97,Ideal,E,SI1,2,6,0.006170394
905,0.4,61.4,55.7,4.72,4.77,2.92,Ideal,H,VVS2,5,3,0.006084386
905,0.35,61.9,56,4.53,4.55,2.81,Ideal,E,VVS1,2,2,0.006042993
905,0.35,61.8,56,4.5,4.53,2.79,Ideal,E,VVS1,2,2,0.006153938
905,0.43,62.2,57,4.81,4.84,3,Ideal,I,VVS1,6,2,0.006156824
905,0.43,61.1,56,4.88,4.91,2.99,Ideal,F,VS2,3,5,0.006001999
905,0.32,61.3,56,4.42,4.45,2.72,Ideal,H,VVS1,5,2,0.005981344
905,0.32,60.7,56,4.45,4.43,2.7,Ideal,F,VVS1,3,2,0.006012049
905,0.3,61.9,57,4.27,4.29,2.65,Ideal,D,VVS1,1,2,0.006180025
905,0.38,61.7,53,4.69,4.71,2.9,Ideal,E,VS1,2,4,0.005931873
905,0.46,62,54,4.97,4.99,3.09,Ideal,E,SI1,2,6,0.006002642
905,0.32,61.5,55,4.4,4.42,2.71,Ideal,G,IF,4,1,0.006071636
905,0.32,61.3,56,4.4,4.44,2.71,Ideal,G,IF,4,1,0.006044286
906,0.34,61.4,55,4.53,4.56,2.79,Ideal,F,VVS1,3,2,0.005899452
906,0.33,60.7,57,4.46,4.5,2.72,Ideal,E,VVS1,2,2,0.006045019
906,0.33,62.2,54,4.46,4.48,2.78,Ideal,E,VVS1,2,2,0.005940955
906,0.46,62.2,54,4.95,4.99,3.09,Ideal,I,VS1,6,4,0.006026895
906,0.35,62.1,57,4.55,4.53,2.82,Ideal,F,VS2,3,5,0.006021564
906,0.35,62.5,57,4.53,4.5,2.82,Ideal,F,VS2,3,5,0.006088471
906,0.35,61.4,55,4.6,4.55,2.81,Ideal,F,VS2,3,5,0.005951035
906,0.35,63,55,4.5,4.48,2.83,Ideal,H,VVS2,5,3,0.006134668
906,0.35,62.5,57,4.54,4.48,2.82,Ideal,H,VVS2,5,3,0.006102181
906,0.35,59.2,56,4.65,4.6,2.74,Ideal,H,VVS2,5,3,0.00597182
906,0.35,62.6,54,4.56,4.52,2.84,Ideal,G,VS1,4,4,0.005979246
906,0.35,60.5,57,4.58,4.55,2.76,Ideal,G,VS1,4,4,0.006085301
906,0.35,61.9,55,4.53,4.51,2.8,Ideal,G,VS1,4,4,0.006118363
906,0.35,62.5,55,4.55,4.51,2.83,Ideal,G,VS1,4,4,0.006026896
906,0.35,61.9,55,4.53,4.52,2.8,Ideal,G,VS1,4,4,0.006104827
906,0.35,62.1,56,4.56,4.52,2.82,Ideal,G,VS1,4,4,0.006021652
906,0.35,61.4,54,4.58,4.54,2.8,Ideal,F,VS2,3,5,0.006011581
906,0.35,62.3,55,4.56,4.53,2.83,Ideal,F,VS2,3,5,0.005987128
906,0.35,62.1,56,4.57,4.54,2.83,Ideal,F,VS2,3,5,0.005960869
906,0.35,61.4,54,4.58,4.54,2.8,Ideal,F,VS2,3,5,0.006011581
906,0.35,60.5,57,4.6,4.52,2.76,Ideal,F,VS2,3,5,0.006099057
906,0.35,61.4,56,4.56,4.53,2.79,Ideal,F,VS2,3,5,0.006072965
906,0.35,61.5,57,4.56,4.52,2.79,Ideal,F,VS2,3,5,0.006086401
906,0.35,60.8,57,4.56,4.52,2.76,Ideal,F,VS2,3,5,0.006152558
906,0.35,61.9,54,4.54,4.5,2.8,Ideal,F,VS2,3,5,0.006118453
906,0.35,62.4,55,4.53,4.51,2.82,Ideal,F,VS2,3,5,0.006074971
906,0.35,62.4,57,4.51,4.5,2.81,Ideal,F,VS2,3,5,0.006137234
906,0.35,62.2,55,4.53,4.48,2.8,Ideal,F,VS2,3,5,0.006159335
906,0.35,62.6,56,4.52,4.49,2.82,Ideal,F,VS2,3,5,0.006115531
907,0.35,60.5,56,4.63,4.6,2.79,Ideal,D,VS2,1,5,0.005890132
907,0.42,62.2,54.1,4.8,4.83,3,Ideal,G,VS2,4,5,0.006038647
907,0.4,62.5,57,4.74,4.7,2.95,Ideal,E,SI1,2,6,0.006086418
907,0.31,62.2,54,4.39,4.36,2.72,Ideal,H,VVS1,5,2,0.005954452
907,0.31,61.5,54,4.39,4.36,2.69,Ideal,H,VVS1,5,2,0.006020858
907,0.31,62.7,54,4.38,4.33,2.73,Ideal,H,VVS1,5,2,0.005987383
907,0.31,62.2,56,4.37,4.34,2.71,Ideal,H,VVS1,5,2,0.006031443
907,0.31,61.5,56,4.38,4.34,2.68,Ideal,H,VVS1,5,2,0.006085035
907,0.31,61.6,55,4.38,4.35,2.69,Ideal,H,VVS1,5,2,0.006048477
907,0.31,60.8,56,4.4,4.38,2.67,Ideal,G,VVS2,4,3,0.006024537
473,0.3,60.7,57,4.33,4.37,2.64,Ideal,H,VS2,5,5,0.006005484
473,0.3,61.6,56,4.31,4.36,2.67,Ideal,I,VS1,6,4,0.005979243
473,0.34,62.7,57,4.48,4.51,2.82,Ideal,G,SI1,4,6,0.005967264
474,0.35,60.3,55,4.61,4.65,2.79,Ideal,H,SI2,5,7,0.005852076
474,0.26,60.5,58,4.16,4.17,2.52,Ideal,H,SI1,5,6,0.005947623
475,0.3,62.6,53.1,4.27,4.3,2.69,Ideal,H,SI1,5,6,0.00607397
475,0.3,62.5,53.9,4.29,4.32,2.69,Ideal,H,SI1,5,6,0.006017664
907,0.31,61.9,55,4.36,4.33,2.69,Ideal,G,VVS2,4,3,0.006104288
907,0.31,62.4,56,4.36,4.33,2.71,Ideal,G,VVS2,4,3,0.006059238
907,0.31,61.7,54,4.38,4.34,2.69,Ideal,G,VVS2,4,3,0.006062414
907,0.31,61.4,56,4.38,4.35,2.68,Ideal,G,VVS2,4,3,0.006071046
907,0.31,62.7,57,4.34,4.31,2.71,Ideal,G,VVS2,4,3,0.006115408
907,0.31,62.4,56,4.35,4.31,2.7,Ideal,G,VVS2,4,3,0.006123947
907,0.31,61.8,56,4.36,4.31,2.68,Ideal,G,VVS2,4,3,0.006155497
907,0.31,62.1,56,4.35,4.32,2.69,Ideal,G,VVS2,4,3,0.006132484
907,0.31,62.7,57,4.33,4.31,2.71,Ideal,G,VVS2,4,3,0.006129531
907,0.31,62.1,56,4.33,4.27,2.67,Ideal,G,VVS2,4,3,0.006279639
907,0.31,62.6,57,4.33,4.29,2.7,Ideal,G,VVS2,4,3,0.006180915
907,0.32,59.8,57,4.51,4.46,2.68,Ideal,D,VS2,1,5,0.005936135
907,0.31,61.8,57,4.35,4.32,2.68,Ideal,H,VVS1,5,2,0.006155366
908,0.42,61.6,57,4.79,4.82,2.96,Ideal,E,VS2,2,5,0.006145752
909,0.37,62,56,4.62,4.64,2.87,Ideal,G,VVS2,4,3,0.006013951
909,0.4,62.2,55,4.72,4.74,2.94,Ideal,D,VS2,1,5,0.006081242
909,0.41,60.5,56,4.81,4.84,2.92,Ideal,F,SI1,3,6,0.006031295
910,0.42,61.1,56,4.8,4.85,2.95,Ideal,H,VVS2,5,3,0.006115674
910,0.32,61.8,56,4.37,4.4,2.71,Ideal,D,VVS1,1,2,0.006141106
910,0.35,61,57,4.54,4.58,2.78,Ideal,D,VVS2,1,3,0.006054829
910,0.35,61.3,56,4.51,4.53,2.77,Ideal,G,IF,4,1,0.006184627
911,0.39,61.9,54,4.7,4.73,2.92,Ideal,H,VVS2,5,3,0.006007901
911,0.46,62.3,56,4.93,4.96,3.08,Ideal,I,VS1,6,4,0.006107712
911,0.39,61.3,56,4.71,4.75,2.9,Ideal,E,VS2,2,5,0.006011074
911,0.44,61.6,56,4.87,4.93,3.02,Ideal,H,SI1,5,6,0.006068339
911,0.3,61.5,56,4.37,4.31,2.67,Ideal,E,VS1,2,4,0.005965561
911,0.3,61.3,57,4.36,4.32,2.66,Ideal,D,VS2,1,5,0.005987829
911,0.3,61.7,57,4.31,4.28,2.65,Ideal,E,VS1,2,4,0.006136975
911,0.3,60.7,57,4.36,4.31,2.63,Ideal,E,VS1,2,4,0.006070182
911,0.3,60.8,57,4.36,4.33,2.64,Ideal,E,VS1,2,4,0.006019258
911,0.3,62.4,56,4.32,4.27,2.68,Ideal,D,VS2,1,5,0.006068409
911,0.3,61.4,54,4.34,4.33,2.66,Ideal,D,VS2,1,5,0.00600153
911,0.3,62,56,4.35,4.33,2.69,Ideal,D,VS2,1,5,0.005920956
911,0.3,61,55,4.36,4.33,2.65,Ideal,D,VS2,1,5,0.005996544
911,0.3,61.7,55,4.36,4.33,2.68,Ideal,D,VS2,1,5,0.005929418
911,0.3,60.8,57,4.38,4.33,2.65,Ideal,D,VS2,1,5,0.005969162
911,0.3,60.9,57,4.35,4.32,2.64,Ideal,D,VS2,1,5,0.006047061
911,0.3,61.1,56,4.36,4.32,2.65,Ideal,D,VS2,1,5,0.006010424
911,0.3,61.8,55,4.36,4.32,2.68,Ideal,D,VS2,1,5,0.005943144
911,0.3,60.8,57,4.34,4.31,2.63,Ideal,D,VS2,1,5,0.006098156
911,0.3,62,55,4.34,4.31,2.68,Ideal,D,VS2,1,5,0.005984384
911,0.3,61.4,55,4.34,4.32,2.66,Ideal,D,VS2,1,5,0.006015423
911,0.3,61.6,57,4.33,4.3,2.66,Ideal,D,VS2,1,5,0.006057358
911,0.3,62.3,54,4.33,4.3,2.69,Ideal,D,VS2,1,5,0.005989804
911,0.3,61.8,55,4.34,4.3,2.67,Ideal,D,VS2,1,5,0.006020767
911,0.3,61.5,55,4.35,4.3,2.66,Ideal,D,VS2,1,5,0.006029508
911,0.3,61.9,57,4.33,4.29,2.67,Ideal,D,VS2,1,5,0.006048738
911,0.3,62.2,55,4.33,4.29,2.68,Ideal,D,VS2,1,5,0.006026169
911,0.3,62.3,54,4.34,4.29,2.69,Ideal,D,VS2,1,5,0.005989933
911,0.3,62.5,55,4.31,4.3,2.69,Ideal,D,VS2,1,5,0.006017599
911,0.3,62.5,54,4.32,4.29,2.69,Ideal,D,VS2,1,5,0.006017664
911,0.3,62.8,57,4.31,4.29,2.7,Ideal,D,VS2,1,5,0.006009287
911,0.3,62.3,56,4.32,4.29,2.68,Ideal,D,VS2,1,5,0.006040118
911,0.3,62.2,54,4.31,4.28,2.67,Ideal,D,VS2,1,5,0.006091005
911,0.3,62.6,56,4.31,4.28,2.69,Ideal,D,VS2,1,5,0.006045719
911,0.3,62.3,56,4.3,4.27,2.67,Ideal,D,VS2,1,5,0.006119468
911,0.3,62.5,57,4.29,4.25,2.67,Ideal,D,VS2,1,5,0.006162597
911,0.3,62.8,57,4.29,4.25,2.68,Ideal,D,VS2,1,5,0.006139602
911,0.3,62.9,56,4.28,4.24,2.68,Ideal,D,VS2,1,5,0.006168461
911,0.3,61.4,59,4.3,4.27,2.63,Ideal,E,VS2,2,5,0.00621254
912,0.44,60.8,56,4.9,4.93,2.99,Ideal,I,VVS2,6,3,0.0060917
912,0.4,62.3,56,4.72,4.75,2.95,Ideal,E,VS2,2,5,0.006047869
912,0.4,62.6,57,4.7,4.73,2.95,Ideal,E,VS2,2,5,0.006099286
912,0.4,61.1,56,4.75,4.77,2.91,Ideal,E,VS2,2,5,0.006066735
912,0.4,62.4,55,4.71,4.74,2.95,Ideal,E,VS2,2,5,0.006073496
912,0.4,62.4,56,4.71,4.74,2.95,Ideal,E,VS2,2,5,0.006073496
912,0.32,62.1,54,4.41,4.42,2.74,Ideal,F,VVS1,3,2,0.005991541
912,0.32,61.8,55,4.39,4.41,2.72,Ideal,F,VVS1,3,2,0.006076842
912,0.32,60.3,57,4.42,4.44,2.67,Ideal,F,VVS1,3,2,0.006107078
912,0.32,61.4,56,4.4,4.43,2.71,Ideal,F,VVS1,3,2,0.00605793
912,0.32,61,56,4.42,4.43,2.7,Ideal,F,VVS1,3,2,0.006052854
912,0.32,61.5,56,4.41,4.43,2.72,Ideal,F,VVS1,3,2,0.006021972
912,0.3,61.6,56,4.33,4.37,2.68,Ideal,D,VVS1,1,2,0.00591585
912,0.32,61.9,55,4.43,4.45,2.75,Ideal,D,VS2,1,5,0.005902739
912,0.32,62,54,4.39,4.42,2.73,Ideal,D,VS2,1,5,0.006040885
912,0.36,61.6,56,4.56,4.59,2.82,Ideal,H,IF,5,1,0.006099242
913,0.4,62.1,57,4.68,4.72,2.92,Ideal,H,VVS1,5,2,0.006201393
913,0.34,61.8,56,4.48,4.51,2.78,Ideal,G,VVS1,4,2,0.006053124
913,0.32,62.6,56,4.37,4.41,2.75,Ideal,F,VVS1,3,2,0.006038058
913,0.39,61.7,56,4.68,4.72,2.9,Ideal,F,VS1,3,4,0.006088058
913,0.31,60.1,57,4.39,4.4,2.64,Ideal,D,VS1,1,4,0.006079118
913,0.51,62.2,55,5.14,5.15,3.2,Ideal,I,SI2,6,7,0.00602074
913,0.34,61.9,55,4.5,4.55,2.8,Ideal,H,IF,5,1,0.005930577
914,0.34,61.8,56,4.49,4.47,2.77,Ideal,F,VVS2,3,3,0.006115687
914,0.39,60.8,56,4.74,4.77,2.89,Ideal,E,VS1,2,4,0.005968567
914,0.34,60.3,57,4.52,4.55,2.73,Ideal,D,VS1,1,4,0.006055729
914,0.31,61.2,56,4.37,4.39,2.68,Ideal,F,IF,3,1,0.006029495
914,0.31,61.3,57,4.34,4.37,2.67,Ideal,F,IF,3,1,0.006121802
914,0.31,61.9,54,4.35,4.38,2.7,Ideal,F,IF,3,1,0.006026075
914,0.31,62.1,54,4.33,4.37,2.7,Ideal,F,IF,3,1,0.006067763
914,0.31,61.2,57,4.35,4.38,2.67,Ideal,F,IF,3,1,0.006093784
914,0.31,61.1,57,4.37,4.4,2.68,Ideal,F,IF,3,1,0.006015792
914,0.31,62.2,55,4.35,4.37,2.71,Ideal,F,IF,3,1,0.006017578
914,0.31,62,54,4.38,4.4,2.72,Ideal,F,IF,3,1,0.005913791
914,0.31,62.3,54,4.33,4.37,2.71,Ideal,F,IF,3,1,0.006045373
914,0.31,61.3,55,4.38,4.43,2.7,Ideal,F,IF,3,1,0.005917252
914,0.31,62.1,54,4.38,4.41,2.73,Ideal,F,IF,3,1,0.005878768
914,0.31,62.3,54,4.37,4.39,2.73,Ideal,F,IF,3,1,0.005919065
914,0.31,62.3,53,4.35,4.38,2.72,Ideal,F,IF,3,1,0.005981766
914,0.31,62.1,55,4.32,4.38,2.7,Ideal,F,IF,3,1,0.006067923
914,0.31,61,56,4.39,4.43,2.69,Ideal,F,IF,3,1,0.005925721
914,0.31,62.1,54,4.36,4.4,2.72,Ideal,F,IF,3,1,0.005940919
914,0.31,62,55,4.36,4.38,2.71,Ideal,F,IF,3,1,0.005990069
914,0.31,60.9,56,4.37,4.4,2.67,Ideal,F,IF,3,1,0.006038323
914,0.31,62.2,54,4.37,4.41,2.73,Ideal,F,IF,3,1,0.005892221
914,0.42,61,56,4.86,4.83,2.96,Ideal,I,SI1,6,6,0.006044692
915,0.4,61.1,57,4.72,4.78,2.9,Ideal,G,VVS2,4,3,0.006113531
915,0.5,62.5,53,5.09,5.12,3.19,Ideal,J,VS2,7,5,0.00601439
915,0.44,61.9,54,4.89,4.93,3.04,Ideal,G,VS1,4,4,0.00600376
915,0.38,60.4,56,4.7,4.74,2.85,Ideal,F,VS1,3,4,0.005984978
915,0.32,61.9,55,4.38,4.44,2.73,Ideal,F,IF,3,1,0.006027403
916,0.43,61.1,57,4.86,4.9,2.98,Ideal,I,VVS1,6,2,0.006059264
916,0.3,62,57,4.27,4.31,2.66,Ideal,E,VVS1,2,2,0.006128222
916,0.35,61.3,56,4.52,4.55,2.78,Ideal,E,VVS1,2,2,0.006121719
916,0.38,62.5,53.8,4.62,4.65,2.89,Ideal,F,VS1,3,4,0.006120555
916,0.4,59.8,57,4.82,4.85,2.89,Ideal,F,SI1,3,6,0.005920704
917,0.4,62.4,57,4.7,4.73,2.94,Ideal,G,VVS2,4,3,0.006120032
917,0.4,62.6,53,4.72,4.77,2.97,Ideal,G,VVS2,4,3,0.005981955
917,0.37,61.9,54,4.63,4.67,2.88,Ideal,G,VVS2,4,3,0.005941709
917,0.31,61.6,55,4.35,4.38,2.69,Ideal,F,VVS2,3,3,0.006048477
917,0.31,61.5,56,4.35,4.37,2.68,Ideal,F,VVS2,3,3,0.006084939
917,0.33,61.9,57,4.44,4.47,2.75,Ideal,E,VVS2,2,3,0.006046315
917,0.33,61.6,55,4.43,4.47,2.74,Ideal,E,VVS2,2,3,0.00608208
917,0.33,61.9,54,4.43,4.45,2.75,Ideal,E,VVS1,2,2,0.006087199
917,0.32,60.5,57,4.44,4.48,2.7,Ideal,E,VVS1,2,2,0.005958339
917,0.32,61.7,55,4.39,4.43,2.72,Ideal,E,VVS1,2,2,0.006049407
917,0.32,62.3,54,4.37,4.4,2.73,Ideal,E,VVS1,2,2,0.006096116
917,0.32,62.6,57,4.34,4.41,2.74,Ideal,D,VVS1,1,2,0.006101984
917,0.4,60.8,59,4.71,4.76,2.88,Ideal,D,VS2,1,5,0.006194976
917,0.4,61.9,58,4.7,4.73,2.92,Ideal,D,VS2,1,5,0.00616195
917,0.4,61.3,57,4.74,4.78,2.92,Ideal,F,VS1,3,4,0.006046038
917,0.4,62.4,53,4.72,4.76,2.96,Ideal,F,VS1,3,4,0.006014774
917,0.4,61.6,55,4.74,4.78,2.93,Ideal,F,VS1,3,4,0.006025403
917,0.4,61.8,54,4.75,4.77,2.94,Ideal,F,VS1,3,4,0.006004829
917,0.43,61.3,55,4.88,4.9,3,Ideal,G,SI1,4,6,0.005994201
917,0.4,62.4,54,4.73,4.75,2.96,Ideal,I,IF,6,1,0.006014694
918,0.34,60.1,57,4.54,4.58,2.74,Ideal,D,VVS2,1,3,0.005967701
918,0.3,61.1,56,4.36,4.38,2.67,Ideal,E,VVS1,2,2,0.005883685
918,0.41,62,55,4.73,4.79,2.95,Ideal,E,VVS2,2,3,0.006134302
918,0.4,62.8,56,4.66,4.7,2.94,Ideal,D,VS2,1,5,0.006211963
918,0.4,60.4,57,4.76,4.81,2.89,Ideal,E,VS1,2,4,0.006045192
918,0.48,61,57,5.05,5.08,3.09,Ideal,F,SI2,3,7,0.006055189
918,0.32,61.6,55,4.42,4.45,2.73,Ideal,G,IF,4,1,0.005959435
918,0.32,61.9,54,4.4,4.42,2.73,Ideal,G,IF,4,1,0.006027155
918,0.32,61,56,4.41,4.44,2.7,Ideal,G,IF,4,1,0.006052916
918,0.32,62.1,53,4.41,4.44,2.75,Ideal,G,IF,4,1,0.005942863
918,0.32,61.3,55,4.43,4.47,2.73,Ideal,G,IF,4,1,0.005919378
918,0.32,62.3,53,4.41,4.45,2.76,Ideal,G,IF,4,1,0.005908025
918,0.32,61,56,4.43,4.45,2.71,Ideal,G,IF,4,1,0.005989864
918,0.32,61,57,4.41,4.44,2.7,Ideal,G,IF,4,1,0.006052916
918,0.32,61.7,56,4.39,4.42,2.72,Ideal,G,IF,4,1,0.006063094
918,0.32,61.2,56,4.4,4.43,2.7,Ideal,G,IF,4,1,0.006080367
918,0.32,61.6,55,4.4,4.43,2.72,Ideal,G,IF,4,1,0.006035659
