price,carat,length,width,depth,cut
760,0.27,4.1,4.14,2.57,Ideal
760,0.42,4.82,4.84,3,Ideal
760,0.34,4.49,4.5,2.78,Ideal
760,0.34,4.49,4.52,2.79,Ideal
760,0.41,4.81,4.84,2.95,Ideal
760,0.42,4.89,4.86,2.97,Ideal
760,0.42,4.81,4.85,2.98,Ideal
760,0.27,4.16,4.2,2.56,Ideal
760,0.27,4.14,4.21,2.57,Ideal
760,0.27,4.17,4.19,2.57,Ideal
760,0.27,4.13,4.16,2.61,Ideal
760,0.43,4.82,4.84,3.02,Ideal
760,0.43,4.79,4.82,3.01,Ideal
761,0.33,4.48,4.52,2.72,Ideal
761,0.33,4.46,4.51,2.73,Ideal
761,0.33,4.48,4.51,2.76,Ideal
761,0.33,4.46,4.49,2.76,Ideal
761,0.33,4.46,4.5,2.72,Ideal
761,0.33,4.47,4.5,2.77,Ideal
761,0.36,4.58,4.62,2.79,Ideal
761,0.3,4.3,4.33,2.63,Ideal
761,0.44,4.89,4.94,3.02,Ideal
761,0.42,4.84,4.86,3.01,Ideal
761,0.31,4.38,4.4,2.67,Ideal
761,0.31,4.37,4.39,2.68,Ideal
761,0.31,4.33,4.36,2.71,Ideal
762,0.37,4.64,4.67,2.84,Ideal
762,0.3,4.3,4.32,2.69,Ideal
763,0.37,4.63,4.66,2.84,Ideal
763,0.37,4.59,4.62,2.87,Ideal
763,0.41,4.78,4.81,2.95,Ideal
763,0.43,4.84,4.88,3.02,Ideal
763,0.3,4.29,4.32,2.69,Ideal
764,0.36,4.57,4.59,2.84,Ideal
764,0.3,4.32,4.36,2.68,Ideal
764,0.3,4.27,4.29,2.66,Ideal
764,0.3,4.3,4.32,2.68,Ideal
764,0.3,4.28,4.31,2.64,Ideal
764,0.3,4.27,4.31,2.66,Ideal
764,0.3,4.28,4.31,2.66,Ideal
764,0.3,4.32,4.34,2.67,Ideal
764,0.3,4.31,4.35,2.67,Ideal
764,0.3,4.32,4.34,2.67,Ideal
764,0.3,4.32,4.36,2.68,Ideal
764,0.3,4.32,4.35,2.65,Ideal
764,0.3,4.3,4.34,2.71,Ideal
764,0.3,4.31,4.35,2.66,Ideal
764,0.3,4.35,4.36,2.7,Ideal
764,0.3,4.32,4.35,2.7,Ideal
764,0.3,4.28,4.3,2.66,Ideal
764,0.3,4.32,4.35,2.66,Ideal
764,0.3,4.28,4.3,2.67,Ideal
764,0.3,4.31,4.32,2.66,Ideal
764,0.3,4.33,4.36,2.69,Ideal
764,0.3,4.33,4.35,2.67,Ideal
764,0.4,4.74,4.77,2.94,Ideal
764,0.34,4.53,4.57,2.78,Ideal
764,0.34,4.51,4.53,2.79,Ideal
764,0.4,4.75,4.78,2.93,Ideal
764,0.41,4.76,4.81,2.93,Ideal
764,0.3,4.36,4.37,2.67,Ideal
764,0.3,4.28,4.3,2.64,Ideal
764,0.3,4.36,4.39,2.66,Ideal
764,0.3,4.34,4.37,2.71,Ideal
764,0.3,4.31,4.36,2.68,Ideal
764,0.3,4.31,4.33,2.7,Ideal
764,0.3,4.34,4.36,2.71,Ideal
764,0.3,4.32,4.33,2.66,Ideal
764,0.3,4.36,4.37,2.67,Ideal
764,0.3,4.31,4.33,2.66,Ideal
764,0.3,4.29,4.31,2.67,Ideal
764,0.3,4.26,4.29,2.65,Ideal
764,0.3,4.33,4.35,2.69,Ideal
764,0.3,4.3,4.31,2.64,Ideal
765,0.33,4.41,4.45,2.78,Ideal
765,0.4,4.75,4.7,2.97,Ideal
765,0.3,4.27,4.24,2.68,Ideal
765,0.34,4.5,4.46,2.78,Ideal
765,0.4,4.74,4.68,2.9,Ideal
765,0.34,4.52,4.48,2.78,Ideal
765,0.34,4.55,4.52,2.77,Ideal
765,0.34,4.5,4.47,2.76,Ideal
765,0.34,4.49,4.48,2.81,Ideal
765,0.34,4.55,4.51,2.75,Ideal
765,0.34,4.51,4.48,2.79,Ideal
765,0.34,4.51,4.48,2.82,Ideal
765,0.34,4.46,4.43,2.78,Ideal
765,0.34,4.48,4.45,2.78,Ideal
765,0.34,4.48,4.45,2.8,Ideal
765,0.34,4.53,4.49,2.79,Ideal
765,0.34,4.5,4.48,2.74,Ideal
765,0.34,4.51,4.48,2.76,Ideal
765,0.34,4.53,4.48,2.78,Ideal
765,0.34,4.51,4.49,2.76,Ideal
765,0.34,4.5,4.47,2.78,Ideal
765,0.34,4.5,4.47,2.78,Ideal
765,0.34,4.5,4.47,2.79,Ideal
765,0.34,4.51,4.47,2.76,Ideal
765,0.34,4.49,4.46,2.78,Ideal
765,0.34,4.5,4.46,2.8,Ideal
765,0.34,4.51,4.46,2.79,Ideal
765,0.34,4.5,4.47,2.76,Ideal
765,0.34,4.52,4.45,2.82,Ideal
765,0.34,4.48,4.46,2.77,Ideal
765,0.34,4.47,4.44,2.77,Ideal
765,0.34,4.52,4.49,2.78,Ideal
765,0.34,4.53,4.5,2.77,Ideal
765,0.34,4.51,4.48,2.8,Ideal
765,0.34,4.54,4.48,2.77,Ideal
765,0.34,4.51,4.48,2.73,Ideal
765,0.34,4.51,4.48,2.74,Ideal
765,0.34,4.5,4.47,2.82,Ideal
765,0.34,4.51,4.47,2.79,Ideal
765,0.34,4.47,4.42,2.8,Ideal
765,0.34,4.48,4.45,2.76,Ideal
765,0.34,4.48,4.45,2.81,Ideal
765,0.34,4.49,4.45,2.78,Ideal
765,0.34,4.47,4.46,2.8,Ideal
765,0.34,4.48,4.46,2.77,Ideal
766,0.31,4.36,4.4,2.69,Ideal
766,0.31,4.37,4.38,2.7,Ideal
766,0.3,4.27,4.3,2.65,Ideal
766,0.3,4.28,4.31,2.67,Ideal
766,0.3,4.29,4.3,2.64,Ideal
766,0.3,4.3,4.33,2.67,Ideal
766,0.3,4.28,4.32,2.66,Ideal
766,0.3,4.27,4.29,2.65,Ideal
766,0.3,4.29,4.31,2.68,Ideal
766,0.3,4.28,4.33,2.65,Ideal
766,0.3,4.27,4.3,2.66,Ideal
766,0.3,4.28,4.32,2.68,Ideal
766,0.3,4.29,4.32,2.68,Ideal
766,0.3,4.32,4.35,2.67,Ideal
766,0.3,4.3,4.34,2.69,Ideal
766,0.31,4.4,4.43,2.67,Ideal
766,0.31,4.37,4.4,2.7,Ideal
766,0.38,4.68,4.72,2.9,Ideal
766,0.31,4.4,4.44,2.64,Ideal
766,0.38,4.62,4.65,2.9,Ideal
766,0.38,4.62,4.64,2.88,Ideal
766,0.31,4.34,4.38,2.69,Ideal
766,0.31,4.34,4.38,2.72,Ideal
766,0.31,4.34,4.37,2.7,Ideal
766,0.31,4.37,4.39,2.71,Ideal
766,0.31,4.31,4.35,2.68,Ideal
767,0.31,4.38,4.41,2.72,Ideal
767,0.31,4.39,4.42,2.68,Ideal
767,0.4,4.74,4.77,2.96,Ideal
767,0.36,4.58,4.63,2.8,Ideal
767,0.35,4.52,4.53,2.81,Ideal
767,0.35,4.54,4.57,2.81,Ideal
767,0.35,4.51,4.55,2.81,Ideal
767,0.35,4.52,4.54,2.79,Ideal
767,0.35,4.49,4.54,2.78,Ideal
767,0.35,4.52,4.56,2.8,Ideal
767,0.35,4.5,4.52,2.82,Ideal
767,0.35,4.52,4.54,2.81,Ideal
767,0.35,4.51,4.53,2.81,Ideal
367,0.3,4.27,4.3,2.67,Ideal
367,0.2,3.86,3.84,2.3,Ideal
367,0.2,3.81,3.77,2.33,Ideal
367,0.2,3.76,3.73,2.33,Ideal
367,0.25,4.09,4.11,2.5,Ideal
371,0.26,4.12,4.17,2.56,Ideal
371,0.32,4.39,4.42,2.72,Ideal
372,0.31,4.32,4.35,2.69,Ideal
450,0.32,4.4,4.44,2.7,Ideal
450,0.32,4.43,4.49,2.7,Ideal
450,0.3,4.3,4.32,2.67,Ideal
450,0.3,4.3,4.32,2.69,Ideal
450,0.3,4.26,4.29,2.66,Ideal
450,0.3,4.3,4.34,2.65,Ideal
450,0.3,4.27,4.28,2.66,Ideal
450,0.3,4.26,4.29,2.66,Ideal
450,0.3,4.27,4.31,2.67,Ideal
450,0.3,4.27,4.28,2.66,Ideal
450,0.3,4.33,4.37,2.68,Ideal
450,0.3,4.31,4.33,2.63,Ideal
450,0.3,4.3,4.33,2.68,Ideal
450,0.3,4.29,4.32,2.67,Ideal
450,0.3,4.29,4.31,2.67,Ideal
450,0.25,4.03,4.06,2.53,Ideal
451,0.27,4.13,4.17,2.56,Ideal
451,0.33,4.5,4.52,2.78,Ideal
451,0.39,4.64,4.69,2.92,Ideal
451,0.37,4.63,4.67,2.89,Ideal
767,0.35,4.52,4.56,2.79,Ideal
767,0.35,4.52,4.55,2.83,Ideal
768,0.32,4.43,4.4,2.73,Ideal
768,0.32,4.45,4.41,2.72,Ideal
768,0.38,4.66,4.69,2.9,Ideal
768,0.37,4.63,4.66,2.81,Ideal
768,0.38,4.65,4.7,2.88,Ideal
768,0.38,4.64,4.69,2.9,Ideal
768,0.37,4.64,4.68,2.8,Ideal
768,0.38,4.63,4.68,2.9,Ideal
768,0.33,4.45,4.47,2.75,Ideal
768,0.26,4.15,4.23,2.55,Ideal
768,0.32,4.43,4.4,2.74,Ideal
769,0.32,4.39,4.42,2.68,Ideal
769,0.26,4.11,4.1,2.56,Ideal
769,0.26,4.1,4.08,2.52,Ideal
769,0.26,4.12,4.1,2.57,Ideal
769,0.26,4.1,4.08,2.52,Ideal
769,0.26,4.13,4.09,2.55,Ideal
769,0.26,4.09,4.06,2.54,Ideal
769,0.26,4.11,4.08,2.52,Ideal
769,0.26,4.13,4.1,2.55,Ideal
769,0.26,4.15,4.12,2.57,Ideal
769,0.26,4.1,4.07,2.52,Ideal
769,0.26,4.11,4.08,2.56,Ideal
769,0.26,4.15,4.12,2.54,Ideal
770,0.4,4.75,4.76,2.93,Ideal
770,0.4,4.73,4.77,2.93,Ideal
770,0.4,4.72,4.77,2.93,Ideal
770,0.36,4.67,4.62,2.79,Ideal
770,0.36,4.59,4.55,2.81,Ideal
770,0.36,4.62,4.59,2.83,Ideal
770,0.36,4.59,4.54,2.83,Ideal
771,0.42,4.8,4.82,2.97,Ideal
771,0.42,4.83,4.86,2.98,Ideal
771,0.42,4.83,4.86,2.98,Ideal
771,0.35,4.54,4.58,2.81,Ideal
771,0.33,4.42,4.45,2.73,Ideal
771,0.33,4.42,4.44,2.76,Ideal
771,0.41,4.83,4.86,2.94,Ideal
772,0.31,4.37,4.39,2.68,Ideal
772,0.31,4.29,4.34,2.69,Ideal
772,0.31,4.41,4.43,2.69,Ideal
772,0.31,4.3,4.34,2.69,Ideal
772,0.31,4.34,4.37,2.71,Ideal
772,0.31,4.34,4.37,2.68,Ideal
772,0.31,4.33,4.36,2.71,Ideal
772,0.4,4.77,4.78,2.9,Ideal
772,0.31,4.36,4.39,2.71,Ideal
772,0.31,4.36,4.39,2.68,Ideal
772,0.35,4.49,4.47,2.78,Ideal
772,0.4,4.7,4.74,2.93,Ideal
772,0.4,4.77,4.81,2.91,Ideal
772,0.4,4.77,4.82,2.86,Ideal
772,0.4,4.68,4.71,2.91,Ideal
772,0.44,4.82,4.85,3.03,Ideal
772,0.44,4.87,4.88,3,Ideal
772,0.4,4.74,4.78,2.94,Ideal
773,0.34,4.47,4.5,2.76,Ideal
773,0.35,4.55,4.58,2.78,Ideal
773,0.35,4.55,4.57,2.81,Ideal
773,0.35,4.56,4.58,2.79,Ideal
773,0.32,4.46,4.43,2.7,Ideal
773,0.32,4.42,4.4,2.73,Ideal
773,0.32,4.37,4.33,2.74,Ideal
773,0.32,4.45,4.41,2.74,Ideal
773,0.42,4.81,4.83,2.99,Ideal
773,0.42,4.81,4.84,3.02,Ideal
773,0.42,4.82,4.9,2.99,Ideal
773,0.42,4.76,4.81,2.99,Ideal
773,0.42,4.79,4.81,2.94,Ideal
773,0.42,4.76,4.8,2.98,Ideal
773,0.42,4.84,4.88,2.96,Ideal
773,0.42,4.84,4.9,2.95,Ideal
773,0.42,4.83,4.85,3,Ideal
773,0.36,4.55,4.57,2.85,Ideal
774,0.31,4.37,4.4,2.68,Ideal
774,0.31,4.36,4.4,2.71,Ideal
774,0.43,4.84,4.85,3,Ideal
774,0.43,4.8,4.83,3.01,Ideal
775,0.31,4.35,4.37,2.68,Ideal
775,0.36,4.59,4.61,2.79,Ideal
775,0.3,4.28,4.3,2.67,Ideal
775,0.3,4.35,4.38,2.64,Ideal
775,0.41,4.79,4.76,2.97,Ideal
775,0.34,4.48,4.52,2.75,Ideal
775,0.34,4.47,4.49,2.76,Ideal
775,0.34,4.44,4.46,2.75,Ideal
775,0.34,4.44,4.48,2.77,Ideal
775,0.34,4.44,4.48,2.76,Ideal
775,0.34,4.44,4.47,2.79,Ideal
775,0.34,4.46,4.48,2.77,Ideal
775,0.41,4.79,4.82,2.94,Ideal
775,0.41,4.73,4.79,2.95,Ideal
776,0.36,4.58,4.62,2.83,Ideal
776,0.36,4.55,4.57,2.84,Ideal
776,0.36,4.6,4.62,2.86,Ideal
776,0.3,4.35,4.32,2.64,Ideal
776,0.3,4.33,4.3,2.66,Ideal
776,0.3,4.32,4.31,2.64,Ideal
776,0.3,4.33,4.31,2.65,Ideal
776,0.3,4.34,4.31,2.66,Ideal
776,0.3,4.34,4.31,2.67,Ideal
776,0.3,4.36,4.32,2.62,Ideal
776,0.3,4.36,4.32,2.65,Ideal
776,0.3,4.35,4.33,2.66,Ideal
776,0.3,4.35,4.33,2.67,Ideal
776,0.3,4.34,4.3,2.66,Ideal
776,0.3,4.32,4.28,2.67,Ideal
776,0.3,4.28,4.25,2.67,Ideal
776,0.3,4.29,4.26,2.66,Ideal
776,0.3,4.25,4.22,2.66,Ideal
776,0.3,4.41,4.37,2.63,Ideal
776,0.3,4.35,4.3,2.68,Ideal
776,0.3,4.33,4.31,2.67,Ideal
776,0.3,4.36,4.31,2.66,Ideal
776,0.3,4.34,4.29,2.67,Ideal
776,0.3,4.32,4.3,2.66,Ideal
776,0.3,4.32,4.29,2.69,Ideal
776,0.3,4.34,4.29,2.65,Ideal
776,0.3,4.31,4.28,2.67,Ideal
776,0.3,4.31,4.28,2.7,Ideal
776,0.3,4.34,4.28,2.65,Ideal
776,0.3,4.32,4.29,2.66,Ideal
776,0.3,4.29,4.27,2.68,Ideal
776,0.3,4.29,4.25,2.68,Ideal
776,0.3,4.26,4.24,2.67,Ideal
776,0.3,4.33,4.31,2.68,Ideal
776,0.3,4.34,4.31,2.68,Ideal
776,0.3,4.34,4.32,2.63,Ideal
776,0.3,4.36,4.34,2.67,Ideal
776,0.3,4.37,4.34,2.63,Ideal
776,0.3,4.33,4.31,2.67,Ideal
776,0.3,4.33,4.3,2.69,Ideal
776,0.3,4.32,4.31,2.67,Ideal
776,0.3,4.33,4.31,2.64,Ideal
776,0.3,4.32,4.3,2.64,Ideal
776,0.3,4.33,4.29,2.71,Ideal
776,0.3,4.34,4.29,2.62,Ideal
776,0.3,4.31,4.3,2.66,Ideal
776,0.3,4.32,4.28,2.65,Ideal
776,0.3,4.31,4.29,2.7,Ideal
452,0.31,4.35,4.38,2.71,Ideal
452,0.31,4.36,4.4,2.7,Ideal
452,0.31,4.37,4.4,2.7,Ideal
452,0.31,4.35,4.41,2.69,Ideal
452,0.31,4.37,4.38,2.67,Ideal
452,0.31,4.37,4.4,2.72,Ideal
452,0.31,4.37,4.4,2.73,Ideal
452,0.31,4.38,4.42,2.71,Ideal
452,0.25,4.09,4.14,2.52,Ideal
452,0.26,4.11,4.13,2.51,Ideal
452,0.26,4.1,4.12,2.55,Ideal
452,0.26,4.08,4.1,2.55,Ideal
452,0.26,4.09,4.13,2.54,Ideal
776,0.3,4.31,4.27,2.68,Ideal
776,0.3,4.31,4.27,2.69,Ideal
776,0.3,4.33,4.27,2.7,Ideal
776,0.3,4.29,4.26,2.69,Ideal
776,0.3,4.31,4.26,2.66,Ideal
776,0.3,4.29,4.27,2.69,Ideal
776,0.3,4.34,4.31,2.66,Ideal
776,0.3,4.32,4.29,2.68,Ideal
776,0.3,4.3,4.32,2.67,Ideal
777,0.26,4.1,4.17,2.54,Ideal
777,0.35,4.54,4.58,2.83,Ideal
777,0.42,4.85,4.86,3.02,Ideal
777,0.41,4.78,4.81,2.98,Ideal
777,0.37,4.65,4.6,2.84,Ideal
777,0.31,4.38,4.42,2.68,Ideal
777,0.31,4.36,4.39,2.71,Ideal
777,0.31,4.43,4.46,2.67,Ideal
778,0.3,4.35,4.32,2.68,Ideal
778,0.3,4.41,4.37,2.61,Ideal
778,0.3,4.38,4.34,2.66,Ideal
778,0.31,4.37,4.4,2.69,Ideal
778,0.31,4.37,4.42,2.74,Ideal
778,0.31,4.36,4.38,2.69,Ideal
778,0.43,4.85,4.88,3.03,Ideal
778,0.38,4.69,4.72,2.88,Ideal
778,0.35,4.51,4.55,2.84,Ideal
778,0.3,4.3,4.28,2.68,Ideal
779,0.32,4.39,4.42,2.7,Ideal
779,0.32,4.41,4.44,2.75,Ideal
779,0.32,4.45,4.49,2.7,Ideal
779,0.3,4.3,4.32,2.68,Ideal
779,0.3,4.31,4.34,2.67,Ideal
779,0.3,4.28,4.34,2.69,Ideal
779,0.32,4.42,4.45,2.72,Ideal
779,0.31,4.32,4.37,2.69,Ideal
779,0.32,4.44,4.48,2.69,Ideal
779,0.32,4.39,4.42,2.72,Ideal
779,0.31,4.35,4.43,2.65,Ideal
780,0.43,4.83,4.86,3.01,Ideal
780,0.34,4.49,4.54,2.77,Ideal
780,0.32,4.42,4.44,2.67,Ideal
780,0.35,4.54,4.57,2.8,Ideal
780,0.35,4.55,4.59,2.79,Ideal
780,0.28,4.23,4.2,2.6,Ideal
780,0.33,4.44,4.43,2.77,Ideal
780,0.33,4.46,4.44,2.73,Ideal
780,0.33,4.43,4.39,2.77,Ideal
780,0.33,4.44,4.4,2.77,Ideal
780,0.33,4.44,4.41,2.76,Ideal
780,0.33,4.45,4.41,2.78,Ideal
780,0.32,4.46,4.4,2.72,Ideal
781,0.32,4.43,4.46,2.73,Ideal
781,0.32,4.42,4.44,2.72,Ideal
781,0.33,4.44,4.48,2.77,Ideal
781,0.33,4.43,4.46,2.76,Ideal
781,0.33,4.45,4.48,2.76,Ideal
781,0.33,4.41,4.45,2.76,Ideal
781,0.33,4.49,4.54,2.69,Ideal
781,0.33,4.47,4.5,2.73,Ideal
781,0.33,4.46,4.49,2.77,Ideal
781,0.33,4.43,4.46,2.77,Ideal
781,0.33,4.39,4.43,2.76,Ideal
781,0.33,4.4,4.44,2.73,Ideal
781,0.33,4.41,4.45,2.77,Ideal
781,0.33,4.48,4.52,2.71,Ideal
781,0.33,4.46,4.5,2.72,Ideal
781,0.33,4.4,4.42,2.76,Ideal
781,0.33,4.42,4.47,2.75,Ideal
781,0.33,4.38,4.45,2.77,Ideal
781,0.33,4.46,4.5,2.73,Ideal
781,0.33,4.5,4.54,2.74,Ideal
781,0.33,4.42,4.47,2.76,Ideal
781,0.33,4.43,4.46,2.78,Ideal
781,0.33,4.42,4.44,2.74,Ideal
781,0.33,4.43,4.46,2.76,Ideal
781,0.36,4.54,4.58,2.82,Ideal
782,0.35,4.53,4.58,2.82,Ideal
782,0.36,4.6,4.63,2.81,Ideal
782,0.47,4.98,5.02,3.12,Ideal
782,0.47,5.01,5.05,3.11,Ideal
783,0.36,4.59,4.61,2.85,Ideal
783,0.25,4.08,4.11,2.55,Ideal
783,0.43,4.84,4.88,3.01,Ideal
783,0.32,4.38,4.42,2.72,Ideal
784,0.34,4.49,4.52,2.78,Ideal
784,0.47,4.98,5.01,3.06,Ideal
784,0.47,4.96,5.01,3.11,Ideal
785,0.41,4.77,4.79,2.98,Ideal
786,0.3,4.32,4.35,2.64,Ideal
786,0.36,4.61,4.65,2.8,Ideal
786,0.31,4.34,4.39,2.74,Ideal
786,0.32,4.4,4.43,2.7,Ideal
786,0.32,4.39,4.41,2.72,Ideal
786,0.32,4.41,4.44,2.75,Ideal
786,0.32,4.36,4.39,2.71,Ideal
786,0.32,4.39,4.41,2.73,Ideal
787,0.39,4.66,4.69,2.91,Ideal
787,0.28,4.2,4.23,2.64,Ideal
787,0.28,4.18,4.22,2.6,Ideal
787,0.28,4.19,4.24,2.59,Ideal
787,0.28,4.22,4.23,2.63,Ideal
787,0.28,4.21,4.22,2.64,Ideal
787,0.28,4.26,4.29,2.6,Ideal
787,0.28,4.28,4.3,2.6,Ideal
787,0.28,4.24,4.26,2.6,Ideal
787,0.39,4.66,4.69,2.9,Ideal
787,0.38,4.66,4.68,2.84,Ideal
787,0.34,4.45,4.5,2.74,Ideal
787,0.47,5.04,5.07,3.09,Ideal
787,0.28,4.18,4.19,2.62,Ideal
787,0.28,4.22,4.25,2.6,Ideal
787,0.28,4.18,4.21,2.59,Ideal
787,0.41,4.8,4.77,2.95,Ideal
787,0.41,4.84,4.8,2.93,Ideal
788,0.41,4.78,4.8,2.95,Ideal
788,0.39,4.68,4.71,2.89,Ideal
788,0.41,4.8,4.84,2.95,Ideal
788,0.35,4.56,4.54,2.82,Ideal
788,0.35,4.53,4.49,2.81,Ideal
788,0.35,4.57,4.53,2.77,Ideal
788,0.35,4.57,4.54,2.78,Ideal
788,0.35,4.56,4.53,2.83,Ideal
788,0.35,4.56,4.52,2.78,Ideal
788,0.35,4.49,4.52,2.81,Ideal
789,0.31,4.36,4.39,2.69,Ideal
789,0.31,4.4,4.43,2.69,Ideal
789,0.31,4.34,4.39,2.71,Ideal
789,0.31,4.39,4.42,2.71,Ideal
789,0.31,4.38,4.39,2.72,Ideal
789,0.31,4.37,4.41,2.69,Ideal
789,0.31,4.39,4.41,2.72,Ideal
789,0.31,4.36,4.38,2.73,Ideal
789,0.31,4.38,4.42,2.72,Ideal
789,0.31,4.37,4.4,2.73,Ideal
789,0.31,4.33,4.38,2.71,Ideal
789,0.31,4.38,4.4,2.72,Ideal
789,0.31,4.37,4.4,2.64,Ideal
789,0.31,4.38,4.41,2.72,Ideal
789,0.31,4.38,4.41,2.72,Ideal
789,0.31,4.34,4.37,2.72,Ideal
789,0.31,4.35,4.37,2.7,Ideal
789,0.31,4.34,4.37,2.7,Ideal
789,0.31,4.38,4.42,2.71,Ideal
789,0.31,4.33,4.36,2.7,Ideal
789,0.31,4.35,4.39,2.71,Ideal
789,0.31,4.34,4.36,2.68,Ideal
789,0.31,4.38,4.4,2.68,Ideal
789,0.31,4.36,4.39,2.7,Ideal
789,0.31,4.37,4.38,2.74,Ideal
789,0.31,4.36,4.4,2.67,Ideal
789,0.31,4.36,4.39,2.69,Ideal
789,0.31,4.36,4.4,2.72,Ideal
789,0.38,4.66,4.67,2.9,Ideal
789,0.43,4.86,4.91,3.04,Ideal
789,0.43,4.79,4.82,3.01,Ideal
789,0.31,4.37,4.41,2.69,Ideal
789,0.31,4.39,4.41,2.7,Ideal
789,0.31,4.39,4.42,2.7,Ideal
789,0.31,4.32,4.35,2.68,Ideal
789,0.31,4.38,4.4,2.72,Ideal
789,0.31,4.32,4.35,2.7,Ideal
789,0.31,4.36,4.4,2.68,Ideal
789,0.31,4.38,4.4,2.73,Ideal
789,0.31,4.38,4.4,2.73,Ideal
789,0.3,4.37,4.4,2.64,Ideal
789,0.3,4.29,4.32,2.65,Ideal
789,0.3,4.25,4.28,2.67,Ideal
789,0.3,4.35,4.37,2.65,Ideal
789,0.3,4.31,4.34,2.67,Ideal
789,0.36,4.56,4.59,2.83,Ideal
789,0.3,4.31,4.34,2.66,Ideal
789,0.3,4.29,4.31,2.68,Ideal
789,0.3,4.28,4.31,2.65,Ideal
789,0.3,4.31,4.34,2.68,Ideal
789,0.3,4.3,4.34,2.65,Ideal
789,0.3,4.28,4.32,2.66,Ideal
789,0.36,4.53,4.56,2.84,Ideal
789,0.36,4.62,4.67,2.79,Ideal
789,0.3,4.31,4.33,2.69,Ideal
453,0.31,4.36,4.39,2.72,Ideal
453,0.31,4.38,4.39,2.71,Ideal
453,0.26,4.06,4.12,2.54,Ideal
453,0.33,4.46,4.5,2.77,Ideal
453,0.28,4.21,4.23,2.63,Ideal
454,0.3,4.28,4.32,2.65,Ideal
454,0.3,4.33,4.36,2.67,Ideal
454,0.3,4.28,4.31,2.64,Ideal
454,0.25,4.01,4.04,2.52,Ideal
454,0.25,4,4.02,2.51,Ideal
454,0.34,4.49,4.52,2.81,Ideal
454,0.34,4.49,4.52,2.76,Ideal
454,0.34,4.5,4.52,2.77,Ideal
454,0.32,4.39,4.42,2.72,Ideal
455,0.28,4.22,4.27,2.6,Ideal
456,0.26,4.09,4.12,2.55,Ideal
456,0.26,4.1,4.12,2.56,Ideal
456,0.33,4.45,4.47,2.76,Ideal
456,0.26,4.1,4.14,2.56,Ideal
789,0.36,4.52,4.56,2.84,Ideal
789,0.36,4.6,4.64,2.81,Ideal
789,0.3,4.3,4.32,2.66,Ideal
789,0.36,4.54,4.58,2.83,Ideal
789,0.36,4.57,4.63,2.84,Ideal
789,0.3,4.32,4.34,2.66,Ideal
789,0.3,4.33,4.35,2.68,Ideal
789,0.3,4.31,4.32,2.7,Ideal
789,0.36,4.6,4.63,2.82,Ideal
789,0.3,4.31,4.33,2.67,Ideal
789,0.3,4.3,4.31,2.66,Ideal
789,0.3,4.27,4.31,2.67,Ideal
789,0.3,4.27,4.3,2.66,Ideal
789,0.36,4.56,4.59,2.83,Ideal
789,0.36,4.55,4.56,2.82,Ideal
789,0.36,4.6,4.62,2.82,Ideal
789,0.3,4.28,4.31,2.66,Ideal
789,0.36,4.59,4.63,2.82,Ideal
789,0.3,4.32,4.34,2.67,Ideal
790,0.32,4.42,4.45,2.73,Ideal
790,0.32,4.41,4.43,2.74,Ideal
790,0.4,4.72,4.76,2.91,Ideal
790,0.4,4.7,4.73,2.97,Ideal
790,0.3,4.25,4.28,2.66,Ideal
790,0.4,4.71,4.72,2.95,Ideal
790,0.35,4.51,4.55,2.83,Ideal
790,0.34,4.51,4.54,2.77,Ideal
790,0.34,4.5,4.52,2.78,Ideal
790,0.32,4.41,4.43,2.75,Ideal
790,0.45,4.96,4.99,3.05,Ideal
790,0.43,4.84,4.87,2.98,Ideal
790,0.3,4.32,4.3,2.69,Ideal
790,0.3,4.31,4.29,2.68,Ideal
790,0.32,4.39,4.42,2.72,Ideal
790,0.32,4.37,4.41,2.73,Ideal
791,0.31,4.37,4.4,2.7,Ideal
791,0.31,4.37,4.39,2.69,Ideal
791,0.31,4.33,4.35,2.71,Ideal
791,0.31,4.35,4.39,2.68,Ideal
791,0.31,4.36,4.41,2.72,Ideal
791,0.31,4.38,4.4,2.72,Ideal
791,0.38,4.68,4.71,2.89,Ideal
791,0.37,4.63,4.6,2.88,Ideal
791,0.41,4.74,4.78,2.98,Ideal
791,0.41,4.73,4.78,2.98,Ideal
791,0.41,4.77,4.79,2.98,Ideal
791,0.41,4.82,4.86,2.92,Ideal
791,0.41,4.78,4.79,2.95,Ideal
791,0.41,4.78,4.8,2.95,Ideal
791,0.41,4.77,4.8,2.94,Ideal
791,0.41,4.7,4.76,2.94,Ideal
791,0.41,4.78,4.8,2.92,Ideal
791,0.41,4.8,4.84,2.93,Ideal
792,0.4,4.72,4.75,2.96,Ideal
792,0.4,4.73,4.77,2.96,Ideal
792,0.4,4.74,4.75,2.96,Ideal
792,0.33,4.45,4.47,2.75,Ideal
792,0.4,4.75,4.79,2.92,Ideal
792,0.33,4.46,4.41,2.77,Ideal
792,0.43,4.84,4.87,3,Ideal
792,0.43,4.85,4.9,3,Ideal
792,0.43,4.86,4.9,3.01,Ideal
792,0.43,4.8,4.85,2.97,Ideal
792,0.43,4.78,4.82,2.99,Ideal
794,0.39,4.68,4.7,2.91,Ideal
794,0.38,4.67,4.72,2.89,Ideal
794,0.36,4.58,4.62,2.83,Ideal
794,0.36,4.59,4.61,2.84,Ideal
794,0.36,4.59,4.62,2.84,Ideal
