price,carat,total_depth_%,table,length,width,depth,cut,color,clarity,color_mod,clarity_mod
876,0.32,61.9,55,4.41,4.4,2.73,Ideal,F,VS1,3,4
876,0.37,60.5,60,4.65,4.67,2.82,Ideal,F,VVS2,3,3
876,0.37,61.4,56,4.64,4.67,2.86,Ideal,E,VVS2,2,3
876,0.41,61.8,55,4.8,4.81,2.97,Ideal,G,SI1,4,6
876,0.41,63.8,56,4.74,4.69,3.01,Good,H,SI1,5,6
876,0.41,63.3,56,4.74,4.71,2.99,Very Good,H,SI1,5,6
876,0.41,62.6,59,4.77,4.72,2.97,Premium,H,SI1,5,6
876,0.41,62.8,56,4.77,4.72,2.98,Ideal,H,SI1,5,6
876,0.41,62.4,56,4.78,4.74,2.97,Ideal,H,SI1,5,6
876,0.41,61.2,57,4.78,4.76,2.92,Ideal,H,SI1,5,6
876,0.41,62,59,4.8,4.78,2.97,Premium,H,SI1,5,6
876,0.41,62.9,55,4.82,4.75,3.01,Ideal,H,SI1,5,6
876,0.41,62.6,55,4.79,4.77,2.99,Ideal,H,SI1,5,6
876,0.41,60,61,4.83,4.77,2.88,Premium,H,SI1,5,6
876,0.41,60.9,60,4.83,4.79,2.93,Premium,H,SI1,5,6
876,0.41,60.5,58,4.85,4.81,2.92,Premium,H,SI1,5,6
876,0.41,61.7,60,4.75,4.71,2.92,Premium,H,SI1,5,6
876,0.41,62.9,58,4.73,4.72,2.97,Premium,H,SI1,5,6
876,0.41,61.4,60,4.78,4.73,2.92,Premium,H,SI1,5,6
876,0.41,59.8,55,4.93,4.81,2.91,Ideal,E,SI2,2,7
876,0.41,61.3,59,4.85,4.8,2.96,Premium,E,SI2,2,7
876,0.41,60.7,57,4.85,4.81,2.93,Ideal,E,SI2,2,7
876,0.41,60,59,4.82,4.78,2.88,Premium,E,SI2,2,7
876,0.41,61.3,57,4.83,4.79,2.95,Premium,E,SI2,2,7
876,0.41,62.9,58,4.77,4.74,2.99,Premium,E,SI2,2,7
876,0.41,61.9,57,4.8,4.76,2.96,Ideal,E,SI2,2,7
876,0.41,61.9,55,4.8,4.77,2.96,Premium,E,SI2,2,7
876,0.41,62.8,57,4.73,4.7,2.96,Ideal,E,SI2,2,7
876,0.41,62.9,58,4.75,4.72,2.98,Premium,E,SI2,2,7
876,0.41,62.1,58,4.77,4.73,2.95,Premium,E,SI2,2,7
876,0.41,61,56,4.83,4.78,2.93,Ideal,D,SI2,1,7
876,0.41,62.6,55,4.8,4.76,2.99,Ideal,D,SI2,1,7
876,0.41,61.2,59,4.8,4.77,2.93,Premium,D,SI2,1,7
876,0.41,62.3,58,4.77,4.74,2.96,Premium,D,SI2,1,7
876,0.41,62,58,4.78,4.74,2.95,Premium,D,SI2,1,7
876,0.41,62.3,57,4.78,4.75,2.97,Ideal,D,SI2,1,7
876,0.41,62.7,58,4.78,4.75,2.99,Premium,D,SI2,1,7
876,0.41,62.3,58,4.77,4.73,2.96,Premium,D,SI2,1,7
876,0.41,62.7,55,4.75,4.72,2.97,Ideal,D,SI2,1,7
876,0.41,61.9,58,4.73,4.71,2.92,Premium,D,SI2,1,7
876,0.41,62.4,60,4.77,4.71,2.96,Premium,D,SI2,1,7
877,0.4,60.9,58,4.74,4.79,2.9,Premium,H,VVS2,5,3
877,0.4,62.3,57,4.71,4.73,2.94,Ideal,H,VVS2,5,3
877,0.4,62.4,57,4.72,4.74,2.95,Ideal,G,VS1,4,4
877,0.4,62.8,56,4.67,4.7,2.94,Very Good,G,VS1,4,4
877,0.4,61.3,60,4.66,4.71,2.87,Premium,G,VS1,4,4
877,0.4,62.4,57,4.69,4.73,2.94,Ideal,H,VVS2,5,3
877,0.4,62.1,57,4.69,4.74,2.93,Ideal,H,VVS2,5,3
877,0.4,61.3,55,4.75,4.78,2.92,Ideal,G,VS1,4,4
877,0.4,60.8,55,4.79,4.82,2.92,Ideal,H,VVS2,5,3
877,0.4,60.3,59,4.76,4.8,2.88,Premium,G,VS1,4,4
877,0.4,60.7,58,4.78,4.81,2.91,Premium,G,VS1,4,4
877,0.4,63.2,55,4.7,4.73,2.98,Good,H,VVS2,5,3
877,0.4,62.2,56,4.7,4.75,2.94,Ideal,H,VVS2,5,3
877,0.4,60.6,60,4.75,4.79,2.89,Premium,H,VVS2,5,3
877,0.4,62.2,56,4.72,4.74,2.94,Ideal,G,VS1,4,4
877,0.5,63.3,60,4.97,4.99,3.15,Good,J,SI1,7,6
877,0.4,63.1,59,4.64,4.68,2.94,Good,F,VS1,3,4
877,0.42,62.4,55,4.79,4.83,3,Ideal,D,VS2,1,5
877,0.4,60.7,57,4.77,4.78,2.9,Ideal,G,VS1,4,4
877,0.36,62.2,54.1,4.57,4.6,2.86,Ideal,H,IF,5,1
877,0.31,60.5,55,4.43,4.39,2.67,Ideal,D,VS1,1,4
877,0.31,62.1,57,4.35,4.32,2.69,Ideal,D,VS1,1,4
877,0.31,61.8,55,4.36,4.34,2.69,Ideal,D,VS1,1,4
877,0.31,62,54,4.36,4.35,2.7,Ideal,D,VS1,1,4
877,0.31,59.6,58,4.41,4.38,2.62,Premium,D,VS1,1,4
878,0.31,62.3,59,4.32,4.38,2.71,Very Good,E,VVS1,2,2
878,0.31,60.8,56,4.41,4.44,2.69,Very Good,G,IF,4,1
878,0.31,61.2,57,4.42,4.4,2.7,Ideal,F,VVS1,3,2
878,0.31,60.7,56,4.4,4.37,2.66,Ideal,F,VVS1,3,2
878,0.3,63.2,59,4.28,4.27,2.7,Very Good,E,VVS2,2,3
878,0.39,62.4,58,4.72,4.67,2.93,Premium,G,SI1,4,6
878,0.44,63.2,59,4.85,4.8,3.05,Very Good,E,SI2,2,7
878,0.41,61.9,55,4.82,4.78,2.97,Ideal,I,VS1,6,4
878,0.41,63.1,56,4.73,4.69,2.97,Very Good,F,SI1,3,6
878,0.41,63.1,57,4.73,4.71,2.98,Very Good,E,SI1,2,6
878,0.36,61.7,57,4.59,4.55,2.82,Ideal,E,VS2,2,5
878,0.36,62.5,58,4.57,4.52,2.84,Premium,E,VS2,2,5
878,0.3,61.8,58,4.36,4.32,2.68,Premium,H,VVS1,5,2
878,0.3,62.3,58,4.32,4.29,2.68,Premium,H,VVS1,5,2
878,0.3,62.7,59,4.32,4.29,2.7,Premium,H,VVS1,5,2
878,0.3,63.3,55,4.34,4.29,2.73,Very Good,H,VVS1,5,2
878,0.3,62,55,4.34,4.3,2.68,Ideal,H,VVS1,5,2
878,0.3,61.9,55,4.34,4.32,2.68,Ideal,H,VVS1,5,2
878,0.3,63.4,57,4.31,4.27,2.72,Very Good,H,VVS1,5,2
878,0.3,63.4,55,4.3,4.28,2.72,Very Good,H,VVS1,5,2
878,0.3,62.4,53,4.31,4.28,2.68,Ideal,H,VVS1,5,2
878,0.3,63,54,4.3,4.27,2.7,Ideal,H,VVS1,5,2
878,0.3,62.5,59,4.29,4.26,2.67,Premium,H,VVS1,5,2
878,0.3,62.2,58,4.29,4.26,2.66,Premium,H,VVS1,5,2
878,0.3,63,58,4.25,4.22,2.67,Premium,H,VVS1,5,2
878,0.3,63.3,60,4.25,4.22,2.68,Very Good,H,VVS1,5,2
878,0.3,63.3,59,4.28,4.22,2.69,Very Good,H,VVS1,5,2
878,0.3,63,56,4.27,4.24,2.68,Ideal,H,VVS1,5,2
878,0.3,61.3,61,4.29,4.26,2.62,Premium,H,VVS1,5,2
878,0.3,62,59,4.29,4.26,2.65,Premium,H,VVS1,5,2
878,0.3,62.6,60,4.26,4.21,2.65,Premium,H,VVS1,5,2
878,0.3,60.8,58,4.38,4.34,2.65,Premium,G,VVS2,4,3
878,0.3,60.6,58,4.36,4.35,2.64,Premium,G,VVS2,4,3
878,0.3,61.2,58,4.34,4.32,2.65,Premium,G,VVS2,4,3
878,0.3,60.9,57,4.35,4.32,2.64,Ideal,G,VVS2,4,3
878,0.3,61.1,57,4.35,4.32,2.65,Ideal,G,VVS2,4,3
878,0.3,60.6,57,4.35,4.33,2.63,Ideal,G,VVS2,4,3
878,0.3,61.2,59,4.35,4.31,2.65,Premium,G,VVS2,4,3
878,0.3,61,60,4.32,4.3,2.63,Premium,G,VVS2,4,3
878,0.3,61.5,55,4.32,4.3,2.65,Ideal,G,VVS2,4,3
878,0.3,62.9,55,4.32,4.3,2.71,Ideal,G,VVS2,4,3
878,0.3,61.5,56,4.34,4.31,2.66,Ideal,G,VVS2,4,3
878,0.3,63.5,56,4.34,4.29,2.74,Very Good,G,VVS2,4,3
878,0.3,63,57,4.32,4.28,2.71,Ideal,G,VVS2,4,3
878,0.3,61.3,58,4.34,4.28,2.64,Premium,G,VVS2,4,3
878,0.3,62,57,4.32,4.29,2.67,Ideal,G,VVS2,4,3
878,0.3,61.3,57,4.33,4.29,2.64,Premium,G,VVS2,4,3
878,0.3,61.5,57,4.33,4.29,2.65,Ideal,G,VVS2,4,3
878,0.3,62.2,59,4.31,4.28,2.67,Premium,G,VVS2,4,3
878,0.3,63.8,56,4.29,4.27,2.73,Good,G,VVS2,4,3
878,0.3,62.7,57,4.32,4.26,2.69,Ideal,G,VVS2,4,3
878,0.3,62.6,58,4.29,4.27,2.68,Premium,G,VVS2,4,3
878,0.3,63.6,57,4.3,4.26,2.72,Good,G,VVS2,4,3
878,0.3,62.7,57,4.29,4.26,2.68,Ideal,G,VVS2,4,3
878,0.3,62,58,4.29,4.26,2.65,Premium,G,VVS2,4,3
878,0.3,62.3,59,4.29,4.25,2.66,Premium,G,VVS2,4,3
878,0.3,62,60,4.33,4.25,2.66,Premium,G,VVS2,4,3
878,0.3,61.9,59,4.28,4.25,2.64,Premium,G,VVS2,4,3
878,0.3,62.6,58,4.28,4.25,2.67,Premium,G,VVS2,4,3
878,0.3,62.8,60,4.28,4.25,2.68,Premium,G,VVS2,4,3
878,0.3,62.7,56,4.31,4.24,2.68,Premium,G,VVS2,4,3
878,0.3,63.5,54,4.26,4.25,2.7,Very Good,G,VVS2,4,3
878,0.3,61.6,60,4.27,4.24,2.62,Premium,G,VVS2,4,3
878,0.3,63.2,57,4.27,4.24,2.69,Very Good,G,VVS2,4,3
878,0.3,62.9,55,4.28,4.24,2.68,Premium,G,VVS2,4,3
878,0.3,63.2,57,4.28,4.23,2.69,Very Good,G,VVS2,4,3
878,0.3,63.8,57,4.26,4.24,2.71,Good,G,VVS2,4,3
878,0.3,61.8,59,4.26,4.22,2.62,Premium,G,VVS2,4,3
878,0.3,62.1,59,4.27,4.23,2.64,Premium,G,VVS2,4,3
878,0.3,63.3,57,4.27,4.23,2.69,Very Good,G,VVS2,4,3
878,0.3,63.1,56,4.23,4.2,2.66,Very Good,G,VVS2,4,3
878,0.3,61.7,57,4.34,4.31,2.67,Ideal,G,VVS1,4,2
878,0.3,64,57,4.27,4.23,2.72,Good,G,VVS1,4,2
878,0.39,60.9,58,4.73,4.7,2.87,Premium,G,SI1,4,6
878,0.3,62.2,55,4.33,4.29,2.68,Ideal,G,VVS2,4,3
879,0.4,62,60,4.67,4.69,2.9,Very Good,E,VS2,2,5
879,0.34,60.5,58,4.47,4.52,2.72,Premium,G,IF,4,1
879,0.31,62.6,60,4.33,4.29,2.7,Premium,E,VS1,2,4
879,0.38,62,57,4.64,4.66,2.89,Ideal,G,VVS2,4,3
879,0.38,60,56,4.72,4.76,2.84,Ideal,G,VVS2,4,3
879,0.32,61.7,55,4.38,4.41,2.71,Ideal,E,VVS1,2,2
879,0.38,59.8,57,4.72,4.75,2.84,Ideal,F,VS1,3,4
879,0.31,59.4,57,4.5,4.45,2.66,Ideal,D,VS2,1,5
879,0.35,60.4,59,4.57,4.54,2.75,Premium,F,VS2,3,5
879,0.35,60.9,57,4.58,4.55,2.78,Premium,F,VS2,3,5
879,0.31,59.4,56,4.45,4.4,2.63,Ideal,D,VS2,1,5
879,0.31,61.8,56,4.39,4.35,2.7,Ideal,D,VS2,1,5
880,0.3,59.6,61,4.39,4.34,2.6,Very Good,D,VVS2,1,3
880,0.43,61.2,57,4.83,4.88,2.97,Ideal,G,VS1,4,4
880,0.33,61.9,55,4.44,4.48,2.76,Ideal,F,VVS1,3,2
880,0.33,62.6,54,4.44,4.47,2.79,Ideal,F,VVS1,3,2
880,0.33,62.5,54,4.43,4.46,2.78,Ideal,F,VVS1,3,2
880,0.33,62.4,54,4.44,4.47,2.78,Ideal,F,VVS1,3,2
880,0.33,62,55,4.44,4.47,2.76,Ideal,F,VVS1,3,2
880,0.33,60.6,57,4.51,4.53,2.74,Ideal,F,VVS1,3,2
880,0.33,61.8,53,4.48,4.51,2.78,Ideal,F,VVS1,3,2
880,0.33,61.7,55,4.42,4.46,2.74,Ideal,F,VVS1,3,2
880,0.33,61.9,54,4.42,4.46,2.75,Ideal,F,VVS1,3,2
880,0.34,59.2,60,4.6,4.56,2.71,Premium,F,VS2,3,5
880,0.34,61.2,59,4.53,4.49,2.76,Premium,F,VS2,3,5
880,0.34,62.7,59,4.47,4.43,2.79,Premium,H,VVS2,5,3
880,0.34,61.4,58,4.5,4.46,2.75,Premium,H,VVS2,5,3
880,0.34,61.8,54,4.49,4.47,2.77,Ideal,H,VVS2,5,3
880,0.34,62.2,55,4.49,4.48,2.79,Ideal,H,VVS2,5,3
880,0.34,63.1,57,4.45,4.4,2.79,Very Good,G,VS1,4,4
880,0.34,60.4,61,4.53,4.48,2.72,Premium,G,VS1,4,4
880,0.34,61,57,4.5,4.48,2.74,Ideal,F,VS2,3,5
880,0.34,62.5,55,4.51,4.48,2.81,Ideal,F,VS2,3,5
880,0.34,62.9,55,4.48,4.46,2.81,Ideal,F,VS2,3,5
880,0.34,60.7,60,4.5,4.46,2.72,Premium,F,VS2,3,5
880,0.34,62.1,55,4.51,4.47,2.79,Ideal,F,VS2,3,5
880,0.34,62.1,56,4.51,4.47,2.79,Ideal,F,VS2,3,5
880,0.34,61.2,59,4.52,4.47,2.75,Premium,F,VS2,3,5
880,0.34,61.6,57,4.53,4.47,2.77,Ideal,F,VS2,3,5
373,0.23,62.1,58,3.91,3.95,2.44,Very Good,F,VS1,3,4
373,0.23,59,61,4.04,4.06,2.39,Very Good,D,VS1,1,4
373,0.3,62.6,53,4.28,4.32,2.69,Ideal,J,VS1,7,4
373,0.24,60.8,64,3.96,4,2.42,Good,F,VS1,3,4
373,0.26,62.5,56,4.06,4.1,2.55,Good,F,VS1,3,4
373,0.24,58.3,61,4.09,4.14,2.4,Good,F,VS1,3,4
373,0.23,64.3,59,3.84,3.87,2.48,Good,E,VS1,2,4
373,0.28,62.6,60,4.12,4.15,2.59,Good,E,SI1,2,6
374,0.32,63.2,56,4.31,4.36,2.74,Good,J,SI1,7,6
374,0.32,63.4,56,4.34,4.37,2.76,Good,I,SI2,6,7
374,0.32,61.6,58,4.36,4.4,2.7,Very Good,J,SI1,7,6
374,0.32,63,58,4.32,4.35,2.73,Very Good,J,SI1,7,6
374,0.32,63.1,58,4.34,4.41,2.76,Good,I,SI2,6,7
375,0.23,61.2,56,3.97,4,2.44,Ideal,G,SI1,4,6
375,0.28,58.4,60,4.27,4.33,2.51,Good,J,VVS2,7,3
376,0.28,61.4,57,4.21,4.23,2.59,Very Good,H,VS2,5,5
376,0.23,63.2,58,3.86,3.89,2.45,Good,F,VS1,3,4
377,0.26,61.8,55,4.08,4.11,2.53,Ideal,G,SI1,4,6
377,0.27,57.5,63,4.24,4.28,2.45,Good,E,VS1,2,4
377,0.31,64.3,55,4.27,4.29,2.75,Good,I,SI1,6,6
378,0.23,62,55,3.93,3.95,2.44,Very Good,H,VVS2,5,3
378,0.24,60.1,57,4.08,4.1,2.46,Very Good,E,VS1,2,4
378,0.23,59.6,65,3.95,3.97,2.36,Very Good,E,VS1,2,4
378,0.23,60.4,62,3.93,3.99,2.39,Very Good,E,VS1,2,4
378,0.24,63,59,3.96,4.01,2.51,Good,E,VS2,2,5
378,0.3,63.9,57,4.24,4.27,2.72,Good,H,SI2,5,7
378,0.3,63.2,55,4.26,4.29,2.7,Good,H,SI2,5,7
378,0.3,61.9,60,4.27,4.29,2.65,Premium,H,SI2,5,7
379,0.28,61.9,57,4.16,4.19,2.58,Very Good,I,VS2,6,5
379,0.31,61,56,4.39,4.43,2.69,Ideal,I,SI2,6,7
471,0.24,62.1,59,3.95,4,2.47,Very Good,E,VVS2,2,3
471,0.29,61.9,55,4.25,4.28,2.64,Very Good,G,VS2,4,5
471,0.29,61.7,56,4.27,4.3,2.64,Very Good,G,VS2,4,5
471,0.29,62,55,4.24,4.27,2.63,Very Good,G,VS2,4,5
471,0.29,62.5,56,4.21,4.24,2.64,Very Good,G,VS2,4,5
471,0.3,60.3,61,4.31,4.34,2.61,Very Good,F,SI1,3,6
471,0.32,61,56.6,4.4,4.43,2.7,Ideal,H,SI1,5,6
471,0.24,64,61,3.91,3.93,2.51,Good,F,VVS2,3,3
471,0.31,58.8,62,4.4,4.41,2.59,Very Good,G,VS2,4,5
471,0.32,62.7,58,4.33,4.35,2.72,Premium,H,VS2,5,5
471,0.36,62.4,58,4.54,4.56,2.84,Very Good,E,SI2,2,7
471,0.32,62.1,57,4.37,4.42,2.73,Ideal,I,VS1,6,4
471,0.32,62.3,56,4.37,4.4,2.73,Ideal,I,VS1,6,4
471,0.31,62.7,58,4.32,4.35,2.72,Premium,E,SI1,2,6
471,0.31,61.2,59,4.36,4.4,2.68,Premium,G,VS2,4,5
472,0.23,60.8,59,3.97,3.99,2.42,Very Good,F,VVS2,3,3
472,0.23,63.1,56,3.93,3.96,2.49,Very Good,F,VVS2,3,3
472,0.23,58.5,62,4.04,4.06,2.37,Very Good,D,VVS2,1,3
472,0.23,61.9,58,3.94,3.98,2.45,Very Good,E,VVS1,2,2
472,0.23,61.4,60,3.95,3.97,2.43,Very Good,E,VVS1,2,2
472,0.23,61.3,58,3.94,3.96,2.42,Very Good,E,VVS1,2,2
472,0.23,62.6,58,3.96,4,2.49,Very Good,E,VVS1,2,2
472,0.23,61.8,59,3.89,3.91,2.41,Very Good,E,VVS1,2,2
472,0.23,60.5,55,4.01,4.02,2.43,Very Good,D,VVS1,1,2
472,0.23,64.5,55,3.85,3.9,2.5,Good,E,VVS2,2,3
472,0.23,60.3,66,3.93,3.96,2.38,Good,F,VVS1,3,2
472,0.23,64.4,57,3.87,3.9,2.5,Good,E,VVS1,2,2
472,0.25,61,55,4.11,4.09,2.5,Ideal,H,VS2,5,5
472,0.35,61.3,54,4.51,4.56,2.78,Ideal,I,SI1,6,6
472,0.35,63.6,56,4.5,4.53,2.87,Good,I,SI1,6,6
880,0.34,62.1,56,4.47,4.45,2.77,Ideal,F,VS2,3,5
880,0.34,62.6,54,4.48,4.46,2.8,Ideal,F,VS2,3,5
880,0.34,62.9,58,4.46,4.44,2.8,Premium,F,VS2,3,5
880,0.34,62.3,57,4.48,4.44,2.78,Premium,F,VS2,3,5
880,0.34,62.6,59,4.48,4.44,2.79,Premium,F,VS2,3,5
880,0.46,60.3,62,4.95,4.9,2.97,Premium,I,SI2,6,7
880,0.34,62.6,58,4.49,4.46,2.8,Premium,F,VS2,3,5
880,0.34,63,55,4.48,4.44,2.81,Ideal,H,VVS2,5,3
881,0.34,62,57,4.49,4.44,2.77,Ideal,E,VS1,2,4
881,0.34,61.6,55,4.54,4.48,2.78,Ideal,D,VS2,1,5
881,0.34,59.3,59,4.59,4.55,2.71,Premium,D,VS2,1,5
881,0.4,61.6,59,4.7,4.75,2.91,Very Good,D,VS2,1,5
881,0.35,61.3,56,4.54,4.6,2.8,Ideal,E,VVS2,2,3
881,0.46,61.4,56,4.97,5,3.06,Ideal,F,SI2,3,7
882,0.4,59.7,57,4.83,4.85,2.89,Very Good,H,VVS2,5,3
882,0.31,62.7,58,4.3,4.31,2.7,Premium,D,VVS1,1,2
882,0.38,62,57,4.69,4.7,2.91,Ideal,D,VS1,1,4
882,0.35,61.6,56,4.55,4.57,2.81,Ideal,D,VVS2,1,3
882,0.31,61.9,53.5,4.36,4.39,2.71,Ideal,F,VVS1,3,2
882,0.38,62,55,4.64,4.68,2.89,Ideal,G,VS1,4,4
882,0.43,61.8,60,4.85,4.83,2.99,Premium,E,SI2,2,7
882,0.42,60.6,62,4.85,4.82,2.93,Premium,G,SI1,4,6
882,0.42,63.1,56,4.79,4.75,3.01,Very Good,G,SI1,4,6
882,0.42,63,55,4.81,4.77,3.02,Ideal,G,SI1,4,6
882,0.42,61.6,61,4.82,4.79,2.96,Premium,G,SI1,4,6
882,0.42,62.7,58,4.79,4.75,2.99,Premium,G,SI1,4,6
882,0.4,63.5,55,4.71,4.67,2.98,Very Good,I,VS1,6,4
882,0.4,63.3,58,4.72,4.69,2.98,Very Good,F,SI1,3,6
882,0.4,62.9,58,4.72,4.69,2.96,Premium,F,SI1,3,6
882,0.4,63.6,56,4.68,4.63,2.96,Good,F,SI1,3,6
882,0.4,62.1,57,4.69,4.65,2.9,Ideal,F,SI1,3,6
882,0.4,63.1,58,4.69,4.66,2.95,Very Good,F,SI1,3,6
882,0.4,61.4,58,4.81,4.77,2.94,Premium,E,SI1,2,6
882,0.4,60.8,62,4.76,4.72,2.88,Premium,E,SI1,2,6
882,0.4,63.8,56,4.74,4.7,3.01,Good,E,SI1,2,6
882,0.4,61,59,4.74,4.71,2.88,Premium,E,SI1,2,6
882,0.4,61.7,60,4.72,4.68,2.9,Premium,E,SI1,2,6
882,0.4,63.3,56,4.74,4.68,2.98,Very Good,E,SI1,2,6
882,0.4,62.9,59,4.72,4.69,2.96,Premium,E,SI1,2,6
882,0.4,63.2,56,4.74,4.69,2.98,Very Good,E,SI1,2,6
882,0.4,63.5,57,4.72,4.7,2.99,Very Good,E,SI1,2,6
882,0.4,62,61,4.71,4.67,2.91,Premium,E,SI1,2,6
882,0.4,63.5,55,4.71,4.67,2.98,Very Good,E,SI1,2,6
882,0.4,63.9,55,4.72,4.67,3,Good,E,SI1,2,6
882,0.4,64.2,56,4.69,4.66,3,Good,E,SI1,2,6
882,0.4,63.2,58,4.7,4.66,2.96,Very Good,E,SI1,2,6
882,0.4,62.2,62,4.69,4.66,2.91,Premium,E,SI1,2,6
882,0.4,63.7,56,4.69,4.66,2.98,Good,E,SI1,2,6
882,0.4,63.7,57,4.69,4.66,2.98,Good,E,SI1,2,6
882,0.4,63.9,58,4.67,4.63,2.97,Good,E,SI1,2,6
882,0.4,63.5,58,4.67,4.65,2.96,Very Good,E,SI1,2,6
882,0.4,63,57,4.68,4.65,2.94,Ideal,E,SI1,2,6
882,0.4,63.2,56,4.69,4.65,2.95,Very Good,E,SI1,2,6
882,0.4,63.6,57,4.69,4.65,2.97,Good,E,SI1,2,6
882,0.3,59.5,59,4.42,4.38,2.62,Premium,F,VVS2,3,3
882,0.42,62.7,55,4.79,4.78,3,Ideal,E,SI2,2,7
882,0.4,61.5,60,4.77,4.7,2.91,Premium,F,SI1,3,6
883,0.39,59.7,56,4.8,4.85,2.88,Very Good,E,VS1,2,4
883,0.38,62.7,57,4.71,4.64,2.93,Very Good,F,VS1,3,4
883,0.44,62.4,57,4.86,4.89,3.04,Ideal,D,SI1,1,6
883,0.4,61.4,53,4.73,4.81,2.93,Ideal,G,VVS2,4,3
883,0.32,61.1,55,4.41,4.46,2.71,Ideal,E,VVS2,2,3
883,0.32,62.3,54,4.39,4.4,2.74,Ideal,G,IF,4,1
883,0.4,63,62,4.65,4.68,2.94,Good,F,VS1,3,4
884,0.42,61.9,58,4.76,4.8,2.96,Premium,F,VS2,3,5
884,0.42,60.2,57,4.85,4.88,2.93,Ideal,I,VVS1,6,2
884,0.42,62.7,55,4.77,4.8,3,Ideal,I,VVS1,6,2
884,0.42,61.7,59,4.75,4.82,2.95,Very Good,F,VS2,3,5
884,0.42,62.4,57,4.79,4.83,3,Ideal,I,VVS1,6,2
884,0.36,62.1,56,4.58,4.6,2.85,Ideal,G,VVS1,4,2
884,0.42,62.5,57,4.77,4.8,2.99,Ideal,I,VVS1,6,2
884,0.42,62,55,4.8,4.88,3,Ideal,I,VVS1,6,2
884,0.31,61.8,56,4.33,4.37,2.69,Ideal,F,VVS1,3,2
884,0.31,61,57,4.38,4.39,2.67,Ideal,F,VVS1,3,2
884,0.47,62.1,54,4.99,5.03,3.11,Ideal,I,VS2,6,5
884,0.47,62.1,53,4.99,5.02,3.11,Ideal,I,VS2,6,5
884,0.47,62.1,54,4.98,5,3.1,Ideal,I,VS2,6,5
884,0.38,61.8,55,4.67,4.69,2.89,Ideal,D,SI1,1,6
884,0.38,61.3,57,4.67,4.7,2.87,Ideal,D,SI1,1,6
884,0.4,60.9,60,4.78,4.74,2.9,Premium,D,SI1,1,6
885,0.35,59.9,59.9,4.54,4.59,2.73,Very Good,E,VS1,2,4
885,0.34,61.2,56,4.5,4.52,2.76,Ideal,D,VVS2,1,3
885,0.3,61.1,57,4.34,4.37,2.66,Ideal,D,VS1,1,4
885,0.3,60.8,56,4.37,4.39,2.66,Ideal,D,VS1,1,4
885,0.3,60.7,56,4.38,4.41,2.67,Ideal,D,VS1,1,4
885,0.51,62.1,56,5.1,5.14,3.18,Ideal,J,SI2,7,7
885,0.42,61.7,55,4.84,4.85,2.99,Ideal,H,SI1,5,6
886,0.32,61.6,56,4.37,4.41,2.7,Very Good,F,VVS1,3,2
886,0.32,61.5,56,4.38,4.4,2.7,Very Good,F,VVS1,3,2
886,0.32,59.4,59,4.45,4.47,2.65,Very Good,F,VVS1,3,2
886,0.32,61.5,57,4.38,4.41,2.7,Very Good,F,VVS1,3,2
886,0.32,62.2,55,4.39,4.43,2.74,Very Good,F,VVS1,3,2
886,0.38,57.1,63,4.77,4.86,2.75,Very Good,G,VS1,4,4
886,0.33,58.3,62,4.49,4.57,2.64,Very Good,E,VS1,2,4
886,0.3,62.4,56,4.28,4.31,2.68,Very Good,F,IF,3,1
886,0.3,62,58,4.28,4.3,2.66,Very Good,F,IF,3,1
886,0.3,62,55,4.33,4.35,2.69,Very Good,F,IF,3,1
886,0.3,62.6,55,4.3,4.32,2.7,Very Good,F,IF,3,1
886,0.3,62.1,57,4.26,4.3,2.66,Very Good,F,IF,3,1
886,0.3,62.5,56,4.27,4.3,2.68,Very Good,F,IF,3,1
886,0.39,62.1,56,4.67,4.7,2.91,Ideal,G,VVS2,4,3
886,0.37,61.6,54.7,4.61,4.63,2.85,Ideal,E,VS1,2,4
886,0.39,61.8,55,4.7,4.72,2.91,Ideal,F,SI1,3,6
886,0.3,61.8,54,4.34,4.36,2.69,Ideal,F,IF,3,1
886,0.3,62,58,4.25,4.3,2.65,Ideal,F,IF,3,1
886,0.3,61.1,58,4.32,4.36,2.65,Ideal,F,IF,3,1
886,0.3,61.8,58,4.27,4.3,2.65,Ideal,F,IF,3,1
886,0.3,61.8,56,4.29,4.32,2.66,Ideal,F,IF,3,1
886,0.3,62.4,56,4.26,4.3,2.67,Ideal,F,IF,3,1
886,0.3,62.3,57,4.25,4.29,2.66,Ideal,F,IF,3,1
886,0.3,62.1,57,4.29,4.31,2.67,Ideal,F,IF,3,1
886,0.3,61.7,57,4.28,4.31,2.65,Ideal,F,IF,3,1
886,0.3,61.4,57,4.34,4.36,2.67,Ideal,F,IF,3,1
886,0.3,62.3,55,4.3,4.34,2.69,Ideal,F,IF,3,1
886,0.3,62.3,57,4.29,4.31,2.68,Ideal,F,IF,3,1
886,0.3,61.7,58,4.3,4.32,2.66,Ideal,F,IF,3,1
886,0.3,62.1,54,4.32,4.35,2.69,Ideal,F,IF,3,1
886,0.3,61.8,54,4.34,4.37,2.69,Ideal,F,IF,3,1
886,0.3,62.2,56,4.31,4.34,2.69,Ideal,F,IF,3,1
886,0.3,62.4,54,4.33,4.36,2.71,Ideal,F,IF,3,1
886,0.3,61.4,56,4.32,4.34,2.66,Ideal,F,IF,3,1
886,0.3,60.9,56,4.33,4.37,2.65,Ideal,F,IF,3,1
